test_id,interval_start_utc,interval_end_utc,p_sched_kw,p_actual_mean_kw,p_actual_median_kw,tracking_error_kw,steady_tracking_error_kw,abs_tracking_error_kw,steady_abs_tracking_error_kw,relative_tracking_error,sign_aware_actual_kw,shortfall_kw,steady_shortfall_kw,shortfall_kwh,steady_shortfall_kwh,requested_kwh_abs,delivered_ratio,direction,actual_sample_count,steady_sample_count,interval_usable
1,2022-10-07 21:00:00+00:00,2022-10-07 21:15:00+00:00,0.0,,,,,,,,,,,,,0.0,,idle,0,0,False
1,2022-10-07 21:15:00+00:00,2022-10-07 21:30:00+00:00,0.0,,,,,,,,,,,,,0.0,,idle,0,0,False
1,2022-10-07 21:30:00+00:00,2022-10-07 21:45:00+00:00,-2520.0,,,,,,,,,,,,,630.0,,charge,0,0,False
1,2022-10-07 21:45:00+00:00,2022-10-07 22:00:00+00:00,-2520.0,,,,,,,,,,,,,630.0,,charge,0,0,False
1,2022-10-07 22:00:00+00:00,2022-10-07 22:15:00+00:00,2399.769601585971,,,,,,,,,,,,,599.9424003964928,,discharge,0,0,False
1,2022-10-07 22:15:00+00:00,2022-10-07 22:30:00+00:00,0.0,,,,,,,,,,,,,0.0,,idle,0,0,False
1,2022-10-07 22:30:00+00:00,2022-10-07 22:45:00+00:00,0.0,,,,,,,,,,,,,0.0,,idle,0,0,False
1,2022-10-07 22:45:00+00:00,2022-10-07 23:00:00+00:00,-2520.0,,,,,,,,,,,,,630.0,,charge,0,0,False
2,2024-05-28 11:00:00+00:00,2024-05-28 11:15:00+00:00,0.0,-2.6577777777777776,-2.0,-2.6577777777777776,-1.7666666666666666,2.6577777777777776,1.7666666666666666,2.6577777777777776,-2.6577777777777776,2.6577777777777776,1.7666666666666666,0.6644444444444444,0.4122222222222222,0.0,,idle,900,840,True
2,2024-05-28 11:15:00+00:00,2024-05-28 11:30:00+00:00,0.0,-1.72,-2.0,-1.72,-1.680952380952381,1.72,1.680952380952381,1.72,-1.72,1.72,1.680952380952381,0.43,0.39222222222222225,0.0,,idle,900,840,True
2,2024-05-28 11:30:00+00:00,2024-05-28 11:45:00+00:00,0.0,-1.9655555555555555,-2.0,-1.9655555555555555,-1.9773809523809525,1.9655555555555555,1.9773809523809525,1.9655555555555555,-1.9655555555555555,1.9655555555555555,1.9773809523809525,0.4913888888888889,0.4613888888888889,0.0,,idle,900,840,True
2,2024-05-28 11:45:00+00:00,2024-05-28 12:00:00+00:00,-100.00000000000006,-1.6555555555555554,-2.0,98.3444444444445,98.29880952380958,98.3444444444445,98.29880952380958,0.9834444444444445,1.6555555555555554,98.3444444444445,98.29880952380958,24.586111111111126,22.9363888888889,25.000000000000014,0.016555555555555546,charge,900,840,True
2,2024-05-28 12:00:00+00:00,2024-05-28 12:15:00+00:00,0.0,-1.8055555555555556,-2.0,-1.8055555555555556,-1.819047619047619,1.8055555555555556,1.819047619047619,1.8055555555555556,-1.8055555555555556,1.8055555555555556,1.819047619047619,0.4513888888888889,0.42444444444444446,0.0,,idle,900,840,True
2,2024-05-28 12:15:00+00:00,2024-05-28 12:30:00+00:00,0.0,-1.65,-2.0,-1.65,-1.6559523809523808,1.65,1.6559523809523808,1.65,-1.65,1.65,1.6559523809523808,0.4125,0.3863888888888889,0.0,,idle,900,840,True
2,2024-05-28 12:30:00+00:00,2024-05-28 12:45:00+00:00,0.0,-1.7466666666666666,-2.0,-1.7466666666666666,-1.7297619047619048,1.7466666666666666,1.7297619047619048,1.7466666666666666,-1.7466666666666666,1.7466666666666666,1.7297619047619048,0.43666666666666665,0.4036111111111111,0.0,,idle,900,840,True
