sessionID,site,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,n_userInputs,kWhRequested_last,requestedDeparture_last,minutesAvailable_last,modifiedAt_last,kWhRequested_first,t_slack_h,connection_age_min,reported_remaining_min,reported_minutes_available,requested_kwh,reported_need_min,split
2_39_78_364_2019-10-03 18:04:30.609437,caltech,"Thu, 03 Oct 2019 18:04:31 GMT","Fri, 04 Oct 2019 00:45:56 GMT","Thu, 03 Oct 2019 18:59:12 GMT",5.377,1,40.0,"Fri, 04 Oct 2019 00:27:31 GMT",383.0,"Thu, 03 Oct 2019 18:04:50 GMT",40.0,5.778888888888889,0.31666666666666665,382.68333333333334,383.0,40.0,333.3333333333333,train
2_39_91_437_2019-10-03 18:35:32.205977,caltech,"Thu, 03 Oct 2019 18:35:32 GMT","Thu, 03 Oct 2019 20:29:29 GMT","Thu, 03 Oct 2019 20:29:25 GMT",3.169,1,9.99,"Thu, 03 Oct 2019 20:01:32 GMT",86.0,"Thu, 03 Oct 2019 18:35:52 GMT",9.99,0.0011111111111111111,0.3333333333333333,85.66666666666667,86.0,9.99,83.25,train
2_39_90_440_2019-10-03 18:52:34.936180,caltech,"Thu, 03 Oct 2019 18:52:35 GMT","Fri, 04 Oct 2019 04:33:54 GMT","Thu, 03 Oct 2019 19:54:03 GMT",2.067,1,16.0,"Thu, 03 Oct 2019 23:43:35 GMT",291.0,"Thu, 03 Oct 2019 18:53:33 GMT",16.0,8.664166666666667,0.9666666666666667,290.03333333333336,291.0,16.0,133.33333333333334,train
2_39_91_441_2019-10-03 19:24:02.367729,caltech,"Thu, 03 Oct 2019 19:24:02 GMT","Fri, 04 Oct 2019 01:27:22 GMT","Thu, 03 Oct 2019 21:21:08 GMT",6.446,1,9.0,"Thu, 03 Oct 2019 19:54:02 GMT",30.0,"Thu, 03 Oct 2019 19:24:17 GMT",9.0,4.103888888888889,0.25,29.75,30.0,9.0,75.0,train
2_39_88_438_2019-10-03 20:32:17.077671,caltech,"Thu, 03 Oct 2019 20:32:17 GMT","Fri, 04 Oct 2019 01:26:43 GMT","Fri, 04 Oct 2019 01:26:39 GMT",32.788,1,80.0,"Thu, 03 Oct 2019 22:33:17 GMT",121.0,"Thu, 03 Oct 2019 20:32:25 GMT",80.0,0.0011111111111111111,0.13333333333333333,120.86666666666666,121.0,80.0,666.6666666666666,train
2_39_78_362_2019-10-03 21:12:20.361743,caltech,"Thu, 03 Oct 2019 21:12:20 GMT","Thu, 03 Oct 2019 23:45:37 GMT","Thu, 03 Oct 2019 23:46:33 GMT",6.21,1,8.0,"Fri, 04 Oct 2019 00:00:20 GMT",168.0,"Thu, 03 Oct 2019 21:13:51 GMT",8.0,0.0,1.5166666666666666,166.48333333333332,168.0,8.0,66.66666666666667,train
2_39_95_27_2019-04-04 00:13:32.398828,caltech,"Thu, 04 Apr 2019 00:13:32 GMT","Thu, 04 Apr 2019 01:37:09 GMT","Thu, 04 Apr 2019 01:37:04 GMT",4.555,1,16.0,"Thu, 04 Apr 2019 02:21:32 GMT",128.0,"Thu, 04 Apr 2019 00:13:52 GMT",16.0,0.001388888888888889,0.3333333333333333,127.66666666666667,128.0,16.0,133.33333333333334,train
2_39_79_377_2019-04-04 00:40:01.936711,caltech,"Thu, 04 Apr 2019 00:40:02 GMT","Thu, 04 Apr 2019 02:12:15 GMT","Thu, 04 Apr 2019 02:01:08 GMT",3.284,1,4.0,"Thu, 04 Apr 2019 01:19:02 GMT",39.0,"Thu, 04 Apr 2019 00:40:12 GMT",4.0,0.1852777777777778,0.16666666666666666,38.833333333333336,39.0,4.0,33.333333333333336,train
2_39_128_18_2019-04-04 02:11:10.022330,caltech,"Thu, 04 Apr 2019 02:11:10 GMT","Thu, 04 Apr 2019 03:48:34 GMT","Thu, 04 Apr 2019 03:48:29 GMT",9.453,1,16.0,"Thu, 04 Apr 2019 03:50:10 GMT",99.0,"Thu, 04 Apr 2019 02:15:29 GMT",16.0,0.001388888888888889,4.316666666666666,94.68333333333334,99.0,16.0,133.33333333333334,train
2_39_130_31_2019-04-04 03:01:20.003245,caltech,"Thu, 04 Apr 2019 03:01:20 GMT","Thu, 04 Apr 2019 05:38:54 GMT","Thu, 04 Apr 2019 04:49:02 GMT",10.834,2,26.28,"Thu, 04 Apr 2019 04:49:20 GMT",108.0,"Thu, 04 Apr 2019 03:02:18 GMT",26.28,0.8311111111111111,0.9666666666666667,107.03333333333333,108.0,26.28,219.0,train
2_39_79_378_2019-04-04 05:16:37.569591,caltech,"Thu, 04 Apr 2019 05:16:38 GMT","Thu, 04 Apr 2019 14:02:15 GMT","Thu, 04 Apr 2019 09:30:09 GMT",15.456,1,29.97,"Thu, 04 Apr 2019 12:50:38 GMT",454.0,"Thu, 04 Apr 2019 05:27:24 GMT",29.97,4.535,10.766666666666667,443.23333333333335,454.0,29.97,249.74999999999997,train
2_39_78_366_2019-04-04 14:09:05.724102,caltech,"Thu, 04 Apr 2019 14:09:06 GMT","Fri, 05 Apr 2019 00:27:39 GMT","Thu, 04 Apr 2019 22:56:34 GMT",5.002,1,9.0,"Thu, 04 Apr 2019 22:58:06 GMT",529.0,"Thu, 04 Apr 2019 14:09:30 GMT",9.0,1.5180555555555555,0.4,528.6,529.0,9.0,75.0,train
2_39_123_23_2019-04-04 14:58:06.694477,caltech,"Thu, 04 Apr 2019 14:58:07 GMT","Thu, 04 Apr 2019 19:59:03 GMT","Thu, 04 Apr 2019 17:02:57 GMT",6.764,1,8.0,"Thu, 04 Apr 2019 18:41:07 GMT",223.0,"Thu, 04 Apr 2019 14:58:16 GMT",8.0,2.935,0.15,222.85,223.0,8.0,66.66666666666667,train
2_39_78_367_2019-04-04 15:13:48.921055,caltech,"Thu, 04 Apr 2019 15:13:49 GMT","Fri, 05 Apr 2019 00:56:21 GMT","Thu, 04 Apr 2019 20:38:58 GMT",3.944,1,8.0,"Thu, 04 Apr 2019 18:37:49 GMT",204.0,"Thu, 04 Apr 2019 15:17:26 GMT",8.0,4.289722222222222,3.6166666666666667,200.38333333333333,204.0,8.0,66.66666666666667,train
2_39_128_18_2019-04-04 15:29:53.075613,caltech,"Thu, 04 Apr 2019 15:29:53 GMT","Thu, 04 Apr 2019 23:13:23 GMT","Thu, 04 Apr 2019 17:34:48 GMT",13.467,1,30.0,"Fri, 05 Apr 2019 00:44:53 GMT",555.0,"Thu, 04 Apr 2019 15:30:03 GMT",30.0,5.643055555555556,0.16666666666666666,554.8333333333334,555.0,30.0,250.00000000000003,train
2_39_139_28_2019-04-04 15:31:28.950573,caltech,"Thu, 04 Apr 2019 15:31:29 GMT","Fri, 05 Apr 2019 02:09:45 GMT","Thu, 04 Apr 2019 16:55:44 GMT",4.424,1,6.0,"Thu, 04 Apr 2019 19:02:29 GMT",211.0,"Thu, 04 Apr 2019 15:31:58 GMT",6.0,9.233611111111111,0.48333333333333334,210.51666666666668,211.0,6.0,49.99999999999999,train
2_39_131_30_2019-04-04 15:32:21.120768,caltech,"Thu, 04 Apr 2019 15:32:21 GMT","Fri, 05 Apr 2019 00:29:16 GMT","Thu, 04 Apr 2019 18:43:44 GMT",13.867,1,15.65,"Thu, 04 Apr 2019 22:46:21 GMT",434.0,"Thu, 04 Apr 2019 15:32:36 GMT",15.65,5.7588888888888885,0.25,433.75,434.0,15.65,130.41666666666666,train
2_39_129_17_2019-04-04 15:39:23.609397,caltech,"Thu, 04 Apr 2019 15:39:24 GMT","Fri, 05 Apr 2019 02:02:01 GMT","Thu, 04 Apr 2019 17:03:58 GMT",4.786,1,18.0,"Thu, 04 Apr 2019 22:11:24 GMT",392.0,"Thu, 04 Apr 2019 15:39:28 GMT",18.0,8.9675,0.06666666666666667,391.93333333333334,392.0,18.0,150.0,train
2_39_138_29_2019-04-04 15:40:39.539708,caltech,"Thu, 04 Apr 2019 15:40:40 GMT","Thu, 04 Apr 2019 20:56:11 GMT","Thu, 04 Apr 2019 16:49:21 GMT",3.518,1,8.0,"Thu, 04 Apr 2019 17:04:40 GMT",84.0,"Thu, 04 Apr 2019 15:45:44 GMT",8.0,4.113888888888889,5.066666666666666,78.93333333333334,84.0,8.0,66.66666666666667,train
2_39_78_365_2019-04-04 15:46:30.153409,caltech,"Thu, 04 Apr 2019 15:46:30 GMT","Thu, 04 Apr 2019 22:32:03 GMT","Thu, 04 Apr 2019 22:31:16 GMT",9.458,1,11.68,"Thu, 04 Apr 2019 20:00:30 GMT",254.0,"Thu, 04 Apr 2019 15:46:54 GMT",11.68,0.013055555555555556,0.4,253.6,254.0,11.68,97.33333333333333,train
2_39_89_25_2019-04-04 16:09:52.376853,caltech,"Thu, 04 Apr 2019 16:09:52 GMT","Fri, 05 Apr 2019 00:16:20 GMT","Thu, 04 Apr 2019 17:30:46 GMT",4.02,1,8.0,"Fri, 05 Apr 2019 00:05:52 GMT",476.0,"Thu, 04 Apr 2019 16:10:04 GMT",8.0,6.759444444444444,0.2,475.8,476.0,8.0,66.66666666666667,train
2_39_78_360_2019-04-04 16:20:30.762860,caltech,"Thu, 04 Apr 2019 16:20:31 GMT","Thu, 04 Apr 2019 18:48:36 GMT","Thu, 04 Apr 2019 18:48:34 GMT",7.9,1,8.0,"Thu, 04 Apr 2019 20:30:31 GMT",250.0,"Thu, 04 Apr 2019 16:20:51 GMT",8.0,0.0005555555555555556,0.3333333333333333,249.66666666666666,250.0,8.0,66.66666666666667,train
2_39_95_27_2019-04-04 16:23:08.961155,caltech,"Thu, 04 Apr 2019 16:23:09 GMT","Fri, 05 Apr 2019 00:38:14 GMT","Thu, 04 Apr 2019 18:25:10 GMT",6.294,1,15.0,"Fri, 05 Apr 2019 00:13:09 GMT",470.0,"Thu, 04 Apr 2019 16:24:16 GMT",15.0,6.217777777777778,1.1166666666666667,468.8833333333333,470.0,15.0,125.00000000000001,train
2_39_79_380_2019-04-04 16:36:38.898782,caltech,"Thu, 04 Apr 2019 16:36:39 GMT","Fri, 05 Apr 2019 00:49:06 GMT","Thu, 04 Apr 2019 18:22:54 GMT",10.609,1,30.0,"Thu, 04 Apr 2019 21:46:39 GMT",310.0,"Thu, 04 Apr 2019 16:36:48 GMT",30.0,6.4366666666666665,0.15,309.85,310.0,30.0,250.00000000000003,train
2_39_92_436_2019-04-04 17:04:29.324665,caltech,"Thu, 04 Apr 2019 17:04:29 GMT","Fri, 05 Apr 2019 03:22:12 GMT","Thu, 04 Apr 2019 17:57:49 GMT",1.677,2,12.0,"Thu, 04 Apr 2019 19:02:29 GMT",118.0,"Thu, 04 Apr 2019 17:04:50 GMT",12.0,9.40638888888889,0.35,117.65,118.0,12.0,99.99999999999999,train
2_39_90_26_2019-04-04 17:04:48.582813,caltech,"Thu, 04 Apr 2019 17:04:49 GMT","Fri, 05 Apr 2019 02:16:54 GMT","Thu, 04 Apr 2019 18:58:10 GMT",11.984,1,14.0,"Fri, 05 Apr 2019 01:38:49 GMT",514.0,"Thu, 04 Apr 2019 17:04:50 GMT",14.0,7.312222222222222,0.016666666666666666,513.9833333333333,514.0,14.0,116.66666666666667,train
2_39_79_383_2019-04-04 17:19:45.277466,caltech,"Thu, 04 Apr 2019 17:19:45 GMT","Fri, 05 Apr 2019 00:44:20 GMT","Thu, 04 Apr 2019 18:34:22 GMT",3.602,1,14.07,"Fri, 05 Apr 2019 00:31:45 GMT",432.0,"Thu, 04 Apr 2019 17:20:30 GMT",14.07,6.166111111111111,0.75,431.25,432.0,14.07,117.25,train
2_39_79_376_2019-04-04 17:21:13.786107,caltech,"Thu, 04 Apr 2019 17:21:14 GMT","Fri, 05 Apr 2019 00:58:37 GMT","Thu, 04 Apr 2019 18:49:45 GMT",7.39,1,18.0,"Thu, 04 Apr 2019 23:25:14 GMT",364.0,"Thu, 04 Apr 2019 17:21:36 GMT",18.0,6.147777777777778,0.36666666666666664,363.6333333333333,364.0,18.0,150.0,train
2_39_79_381_2019-04-04 17:23:49.218379,caltech,"Thu, 04 Apr 2019 17:23:49 GMT","Thu, 04 Apr 2019 22:54:15 GMT","Thu, 04 Apr 2019 22:53:58 GMT",9.588,2,9.24,"Thu, 04 Apr 2019 23:16:49 GMT",353.0,"Thu, 04 Apr 2019 17:25:02 GMT",9.24,0.004722222222222222,1.2166666666666666,351.78333333333336,353.0,9.24,77.0,train
2_39_124_22_2019-04-04 18:32:08.111610,caltech,"Thu, 04 Apr 2019 18:32:08 GMT","Fri, 05 Apr 2019 02:19:40 GMT","Thu, 04 Apr 2019 19:16:42 GMT",1.922,1,6.0,"Thu, 04 Apr 2019 23:42:08 GMT",310.0,"Thu, 04 Apr 2019 18:32:14 GMT",6.0,7.049444444444444,0.1,309.9,310.0,6.0,49.99999999999999,train
2_39_78_362_2019-04-04 19:21:11.638568,caltech,"Thu, 04 Apr 2019 19:21:12 GMT","Fri, 05 Apr 2019 03:25:11 GMT","Fri, 05 Apr 2019 03:26:11 GMT",2.137,1,16.0,"Fri, 05 Apr 2019 00:12:12 GMT",291.0,"Thu, 04 Apr 2019 19:21:39 GMT",16.0,0.0,0.45,290.55,291.0,16.0,133.33333333333334,train
2_39_127_19_2019-04-04 19:27:02.603090,caltech,"Thu, 04 Apr 2019 19:27:03 GMT","Fri, 05 Apr 2019 00:46:42 GMT","Thu, 04 Apr 2019 22:16:22 GMT",11.893,1,12.0,"Fri, 05 Apr 2019 00:11:03 GMT",284.0,"Thu, 04 Apr 2019 19:31:05 GMT",12.0,2.5055555555555555,4.033333333333333,279.96666666666664,284.0,12.0,99.99999999999999,train
2_39_78_361_2019-04-04 19:44:02.811062,caltech,"Thu, 04 Apr 2019 19:44:03 GMT","Fri, 05 Apr 2019 00:04:47 GMT","Fri, 05 Apr 2019 00:03:44 GMT",11.176,1,12.0,"Thu, 04 Apr 2019 23:59:03 GMT",255.0,"Thu, 04 Apr 2019 19:45:06 GMT",12.0,0.0175,1.05,253.95,255.0,12.0,99.99999999999999,train
2_39_88_438_2019-04-04 20:02:20.677373,caltech,"Thu, 04 Apr 2019 20:02:21 GMT","Fri, 05 Apr 2019 01:19:38 GMT","Thu, 04 Apr 2019 20:44:58 GMT",3.829,1,8.0,"Fri, 05 Apr 2019 00:42:21 GMT",280.0,"Thu, 04 Apr 2019 20:03:11 GMT",8.0,4.5777777777777775,0.8333333333333334,279.1666666666667,280.0,8.0,66.66666666666667,train
2_39_123_23_2019-04-04 20:33:16.085581,caltech,"Thu, 04 Apr 2019 20:33:16 GMT","Thu, 04 Apr 2019 21:49:00 GMT","Thu, 04 Apr 2019 21:48:55 GMT",4.045,1,8.0,"Thu, 04 Apr 2019 21:44:16 GMT",71.0,"Thu, 04 Apr 2019 20:36:42 GMT",8.0,0.001388888888888889,3.433333333333333,67.56666666666666,71.0,8.0,66.66666666666667,train
2_39_83_386_2019-04-04 20:37:17.670621,caltech,"Thu, 04 Apr 2019 20:37:18 GMT","Thu, 04 Apr 2019 23:24:03 GMT","Thu, 04 Apr 2019 22:10:29 GMT",4.694,1,12.75,"Fri, 05 Apr 2019 03:57:18 GMT",440.0,"Thu, 04 Apr 2019 20:37:44 GMT",12.75,1.2261111111111112,0.43333333333333335,439.56666666666666,440.0,12.75,106.25,train
2_39_88_24_2019-04-04 21:15:31.823178,caltech,"Thu, 04 Apr 2019 21:15:32 GMT","Thu, 04 Apr 2019 21:38:43 GMT","Thu, 04 Apr 2019 21:38:39 GMT",1.236,1,16.0,"Thu, 04 Apr 2019 23:23:32 GMT",128.0,"Thu, 04 Apr 2019 21:15:43 GMT",16.0,0.0011111111111111111,0.18333333333333332,127.81666666666666,128.0,16.0,133.33333333333334,train
2_39_78_364_2019-04-04 21:34:25.742587,caltech,"Thu, 04 Apr 2019 21:34:26 GMT","Fri, 05 Apr 2019 01:19:33 GMT","Fri, 05 Apr 2019 01:19:28 GMT",24.738,1,65.04,"Fri, 05 Apr 2019 00:55:26 GMT",201.0,"Thu, 04 Apr 2019 21:35:14 GMT",65.04,0.001388888888888889,0.8,200.2,201.0,65.04,542.0,train
2_39_123_23_2019-04-04 22:26:02.378645,caltech,"Thu, 04 Apr 2019 22:26:02 GMT","Fri, 05 Apr 2019 02:13:06 GMT","Thu, 04 Apr 2019 23:35:39 GMT",3.768,2,6.66,"Fri, 05 Apr 2019 00:50:02 GMT",144.0,"Thu, 04 Apr 2019 22:26:33 GMT",6.66,2.6241666666666665,0.5166666666666667,143.48333333333332,144.0,6.66,55.5,train
2_39_91_441_2019-04-04 22:27:26.133566,caltech,"Thu, 04 Apr 2019 22:27:26 GMT","Fri, 05 Apr 2019 00:36:45 GMT","Fri, 05 Apr 2019 00:36:29 GMT",14.287,1,24.0,"Fri, 05 Apr 2019 00:30:26 GMT",123.0,"Thu, 04 Apr 2019 22:27:28 GMT",24.0,0.0044444444444444444,0.03333333333333333,122.96666666666667,123.0,24.0,199.99999999999997,train
2_39_128_18_2019-04-04 23:52:23.509076,caltech,"Thu, 04 Apr 2019 23:52:23 GMT","Fri, 05 Apr 2019 13:40:08 GMT","Fri, 05 Apr 2019 04:22:12 GMT",15.671,2,34.64,"Fri, 05 Apr 2019 04:59:23 GMT",307.0,"Thu, 04 Apr 2019 23:52:51 GMT",34.64,9.29888888888889,0.4666666666666667,306.53333333333336,307.0,34.64,288.66666666666663,train
2_39_89_25_2019-07-04 00:31:04.106608,caltech,"Thu, 04 Jul 2019 00:31:04 GMT","Thu, 04 Jul 2019 01:47:27 GMT","Thu, 04 Jul 2019 01:22:57 GMT",2.469,2,12.0,"Thu, 04 Jul 2019 02:19:04 GMT",108.0,"Thu, 04 Jul 2019 01:47:16 GMT",12.0,0.4083333333333333,76.2,31.8,108.0,12.0,99.99999999999999,train
2_39_139_28_2019-07-04 01:07:32.911550,caltech,"Thu, 04 Jul 2019 01:07:33 GMT","Thu, 04 Jul 2019 02:40:29 GMT","Thu, 04 Jul 2019 02:10:35 GMT",6.102,1,8.0,"Thu, 04 Jul 2019 03:35:33 GMT",148.0,"Thu, 04 Jul 2019 01:07:51 GMT",8.0,0.49833333333333335,0.3,147.7,148.0,8.0,66.66666666666667,train
2_39_138_29_2019-07-04 01:29:32.421575,caltech,"Thu, 04 Jul 2019 01:29:32 GMT","Thu, 04 Jul 2019 04:09:28 GMT","Thu, 04 Jul 2019 03:27:09 GMT",11.422,1,21.84,"Thu, 04 Jul 2019 03:48:32 GMT",139.0,"Thu, 04 Jul 2019 01:32:50 GMT",21.84,0.7052777777777778,3.3,135.7,139.0,21.84,182.0,train
2_39_128_18_2019-07-04 02:08:24.603359,caltech,"Thu, 04 Jul 2019 02:08:25 GMT","Thu, 04 Jul 2019 04:30:44 GMT","Thu, 04 Jul 2019 04:12:24 GMT",12.314,1,35.04,"Thu, 04 Jul 2019 04:11:25 GMT",123.0,"Thu, 04 Jul 2019 02:09:22 GMT",35.04,0.3055555555555556,0.95,122.05,123.0,35.04,292.0,train
2_39_139_28_2019-07-04 10:19:14.753195,caltech,"Thu, 04 Jul 2019 10:19:15 GMT","Thu, 04 Jul 2019 19:00:08 GMT","Thu, 04 Jul 2019 19:01:07 GMT",14.305,5,60.0,"Thu, 04 Jul 2019 22:49:15 GMT",750.0,"Thu, 04 Jul 2019 10:50:40 GMT",60.0,0.0,31.416666666666668,718.5833333333334,750.0,60.0,500.00000000000006,train
2_39_79_377_2019-07-04 12:46:35.761833,caltech,"Thu, 04 Jul 2019 12:46:36 GMT","Thu, 04 Jul 2019 15:19:54 GMT","Thu, 04 Jul 2019 15:17:39 GMT",12.61,2,32.0,"Thu, 04 Jul 2019 18:19:36 GMT",333.0,"Thu, 04 Jul 2019 12:51:07 GMT",32.0,0.0375,4.516666666666667,328.48333333333335,333.0,32.0,266.6666666666667,train
2_39_79_379_2019-07-04 16:42:34.984590,caltech,"Thu, 04 Jul 2019 16:42:35 GMT","Thu, 04 Jul 2019 22:25:14 GMT","Thu, 04 Jul 2019 18:03:34 GMT",4.17,1,8.0,"Thu, 04 Jul 2019 20:25:35 GMT",223.0,"Thu, 04 Jul 2019 16:42:55 GMT",8.0,4.361111111111111,0.3333333333333333,222.66666666666666,223.0,8.0,66.66666666666667,train
2_39_139_28_2019-07-04 19:00:16.117698,caltech,"Thu, 04 Jul 2019 19:00:16 GMT","Thu, 04 Jul 2019 22:26:06 GMT","Thu, 04 Jul 2019 20:21:34 GMT",7.97,2,60.0,"Fri, 05 Jul 2019 04:34:16 GMT",574.0,"Thu, 04 Jul 2019 19:01:10 GMT",60.0,2.0755555555555554,0.9,573.1,574.0,60.0,500.00000000000006,train
2_39_131_30_2019-12-05 00:18:12.868050,caltech,"Thu, 05 Dec 2019 00:18:13 GMT","Thu, 05 Dec 2019 00:30:14 GMT","Thu, 05 Dec 2019 00:30:09 GMT",0.633,1,16.0,"Thu, 05 Dec 2019 02:12:13 GMT",114.0,"Thu, 05 Dec 2019 00:18:38 GMT",16.0,0.001388888888888889,0.4166666666666667,113.58333333333333,114.0,16.0,133.33333333333334,train
2_39_139_28_2019-12-05 02:34:27.108989,caltech,"Thu, 05 Dec 2019 02:34:27 GMT","Thu, 05 Dec 2019 04:24:28 GMT","Thu, 05 Dec 2019 04:24:24 GMT",5.688,1,9.0,"Thu, 05 Dec 2019 04:17:27 GMT",103.0,"Thu, 05 Dec 2019 02:34:37 GMT",9.0,0.0011111111111111111,0.16666666666666666,102.83333333333333,103.0,9.0,75.0,train
2_39_138_29_2019-12-05 02:50:46.441137,caltech,"Thu, 05 Dec 2019 02:50:46 GMT","Thu, 05 Dec 2019 04:41:03 GMT","Thu, 05 Dec 2019 03:27:52 GMT",2.455,1,4.0,"Thu, 05 Dec 2019 05:24:46 GMT",154.0,"Thu, 05 Dec 2019 02:50:59 GMT",4.0,1.2197222222222222,0.21666666666666667,153.78333333333333,154.0,4.0,33.333333333333336,train
2_39_79_382_2019-12-05 15:39:59.810872,caltech,"Thu, 05 Dec 2019 15:40:00 GMT","Thu, 05 Dec 2019 23:28:29 GMT","Thu, 05 Dec 2019 18:55:50 GMT",11.341,1,12.0,"Thu, 05 Dec 2019 22:17:00 GMT",397.0,"Thu, 05 Dec 2019 15:40:15 GMT",12.0,4.5441666666666665,0.25,396.75,397.0,12.0,99.99999999999999,train
2_39_95_27_2019-12-05 16:29:12.911225,caltech,"Thu, 05 Dec 2019 16:29:13 GMT","Fri, 06 Dec 2019 00:38:54 GMT","Thu, 05 Dec 2019 17:44:32 GMT",7.03,1,16.0,"Thu, 05 Dec 2019 22:02:13 GMT",333.0,"Thu, 05 Dec 2019 16:29:52 GMT",16.0,6.9061111111111115,0.65,332.35,333.0,16.0,133.33333333333334,train
2_39_78_362_2019-12-05 16:34:32.426976,caltech,"Thu, 05 Dec 2019 16:34:32 GMT","Thu, 05 Dec 2019 19:49:10 GMT","Thu, 05 Dec 2019 19:50:08 GMT",10.037,1,26.28,"Fri, 06 Dec 2019 01:37:32 GMT",543.0,"Thu, 05 Dec 2019 16:35:02 GMT",26.28,0.0,0.5,542.5,543.0,26.28,219.0,train
2_39_139_28_2019-12-05 16:44:07.825815,caltech,"Thu, 05 Dec 2019 16:44:08 GMT","Fri, 06 Dec 2019 02:24:55 GMT","Thu, 05 Dec 2019 18:29:05 GMT",5.632,1,6.5,"Thu, 05 Dec 2019 20:14:08 GMT",210.0,"Thu, 05 Dec 2019 16:44:49 GMT",6.5,7.930555555555555,0.6833333333333333,209.31666666666666,210.0,6.5,54.166666666666664,train
2_39_89_25_2019-12-05 16:57:45.303698,caltech,"Thu, 05 Dec 2019 16:57:58 GMT","Fri, 06 Dec 2019 01:23:09 GMT","Thu, 05 Dec 2019 19:06:49 GMT",12.944,2,18.0,"Fri, 06 Dec 2019 00:11:58 GMT",434.0,"Thu, 05 Dec 2019 16:58:15 GMT",18.0,6.272222222222222,0.2833333333333333,433.71666666666664,434.0,18.0,150.0,train
2_39_79_378_2019-12-05 16:58:23.033655,caltech,"Thu, 05 Dec 2019 16:58:23 GMT","Fri, 06 Dec 2019 01:20:30 GMT","Thu, 05 Dec 2019 20:23:53 GMT",20.039,1,37.5,"Fri, 06 Dec 2019 00:14:23 GMT",436.0,"Thu, 05 Dec 2019 16:58:38 GMT",37.5,4.943611111111111,0.25,435.75,436.0,37.5,312.5,train
2_39_79_379_2019-12-05 17:09:39.640673,caltech,"Thu, 05 Dec 2019 17:09:40 GMT","Fri, 06 Dec 2019 03:11:16 GMT","Thu, 05 Dec 2019 19:55:25 GMT",12.111,1,28.0,"Thu, 05 Dec 2019 18:09:40 GMT",60.0,"Thu, 05 Dec 2019 17:09:45 GMT",28.0,7.264166666666667,0.08333333333333333,59.916666666666664,60.0,28.0,233.33333333333334,train
2_39_79_376_2019-12-05 17:15:02.030583,caltech,"Thu, 05 Dec 2019 17:15:02 GMT","Fri, 06 Dec 2019 00:27:23 GMT","Thu, 05 Dec 2019 21:06:56 GMT",10.039,1,16.0,"Fri, 06 Dec 2019 00:40:02 GMT",445.0,"Thu, 05 Dec 2019 17:15:09 GMT",16.0,3.3408333333333333,0.11666666666666667,444.8833333333333,445.0,16.0,133.33333333333334,train
2_39_78_366_2019-12-05 17:21:45.026958,caltech,"Thu, 05 Dec 2019 17:21:45 GMT","Fri, 06 Dec 2019 01:22:21 GMT","Fri, 06 Dec 2019 00:01:07 GMT",3.255,1,8.0,"Thu, 05 Dec 2019 18:21:45 GMT",60.0,"Thu, 05 Dec 2019 17:21:58 GMT",8.0,1.353888888888889,0.21666666666666667,59.78333333333333,60.0,8.0,66.66666666666667,train
2_39_123_23_2019-12-05 17:27:48.215643,caltech,"Thu, 05 Dec 2019 17:27:48 GMT","Fri, 06 Dec 2019 05:04:55 GMT","Thu, 05 Dec 2019 18:37:28 GMT",3.713,1,8.0,"Fri, 06 Dec 2019 00:30:48 GMT",423.0,"Thu, 05 Dec 2019 17:27:57 GMT",8.0,10.4575,0.15,422.85,423.0,8.0,66.66666666666667,train
2_39_91_437_2019-12-05 17:40:49.210403,caltech,"Thu, 05 Dec 2019 17:40:49 GMT","Fri, 06 Dec 2019 02:39:43 GMT","Thu, 05 Dec 2019 18:33:02 GMT",1.588,1,8.88,"Thu, 05 Dec 2019 20:28:49 GMT",168.0,"Thu, 05 Dec 2019 17:41:02 GMT",8.88,8.11138888888889,0.21666666666666667,167.78333333333333,168.0,8.88,74.0,train
2_39_79_377_2019-12-05 17:46:32.879958,caltech,"Thu, 05 Dec 2019 17:46:33 GMT","Fri, 06 Dec 2019 07:48:28 GMT","Thu, 05 Dec 2019 20:47:21 GMT",7.743,1,16.0,"Thu, 05 Dec 2019 22:16:33 GMT",270.0,"Thu, 05 Dec 2019 17:46:47 GMT",16.0,11.018611111111111,0.23333333333333334,269.76666666666665,270.0,16.0,133.33333333333334,train
2_39_90_26_2019-12-05 17:59:26.912700,caltech,"Thu, 05 Dec 2019 17:59:27 GMT","Fri, 06 Dec 2019 02:51:31 GMT","Thu, 05 Dec 2019 18:52:30 GMT",2.55,1,8.0,"Thu, 05 Dec 2019 18:59:27 GMT",60.0,"Thu, 05 Dec 2019 18:02:35 GMT",8.0,7.983611111111111,3.1333333333333333,56.86666666666667,60.0,8.0,66.66666666666667,train
2_39_124_22_2019-12-05 18:00:09.757705,caltech,"Thu, 05 Dec 2019 18:00:10 GMT","Thu, 05 Dec 2019 19:39:20 GMT","Thu, 05 Dec 2019 19:39:16 GMT",11.196,1,24.0,"Fri, 06 Dec 2019 00:57:10 GMT",417.0,"Thu, 05 Dec 2019 18:00:31 GMT",24.0,0.0011111111111111111,0.35,416.65,417.0,24.0,199.99999999999997,train
