sessionID,site,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,n_userInputs,kWhRequested_last,requestedDeparture_last,minutesAvailable_last,modifiedAt_last,kWhRequested_first,t_slack_h,connection_age_min,reported_remaining_min,reported_minutes_available,requested_kwh,reported_need_min,split
2_39_79_380_2019-05-17 15:48:41.219605,caltech,"Fri, 17 May 2019 15:48:41 GMT","Fri, 17 May 2019 23:19:07 GMT","Fri, 17 May 2019 22:59:59 GMT",35.947,1,36.0,"Fri, 17 May 2019 22:01:41 GMT",373.0,"Fri, 17 May 2019 15:49:16 GMT",36.0,0.3188888888888889,0.5833333333333334,372.4166666666667,373.0,36.0,300.0,train
2_39_79_377_2019-05-17 15:51:23.031877,caltech,"Fri, 17 May 2019 15:51:23 GMT","Sat, 18 May 2019 00:32:56 GMT","Fri, 17 May 2019 18:13:26 GMT",9.829,1,17.52,"Fri, 17 May 2019 19:43:23 GMT",232.0,"Fri, 17 May 2019 15:51:38 GMT",17.52,6.325,0.25,231.75,232.0,17.52,146.0,train
2_39_129_17_2019-05-17 15:58:48.398110,caltech,"Fri, 17 May 2019 15:58:48 GMT","Sat, 18 May 2019 02:00:38 GMT","Fri, 17 May 2019 17:56:30 GMT",6.804,1,18.0,"Fri, 17 May 2019 20:25:48 GMT",267.0,"Fri, 17 May 2019 15:58:54 GMT",18.0,8.068888888888889,0.1,266.9,267.0,18.0,150.0,train
2_39_131_30_2019-05-17 16:01:09.854223,caltech,"Fri, 17 May 2019 16:01:10 GMT","Sat, 18 May 2019 00:58:57 GMT","Fri, 17 May 2019 17:24:26 GMT",4.325,1,8.0,"Fri, 17 May 2019 17:02:10 GMT",61.0,"Fri, 17 May 2019 16:11:41 GMT",8.0,7.575277777777778,10.516666666666667,50.483333333333334,61.0,8.0,66.66666666666667,train
2_39_79_376_2019-05-17 16:29:12.965020,caltech,"Fri, 17 May 2019 16:29:13 GMT","Sat, 18 May 2019 02:46:12 GMT","Fri, 17 May 2019 21:37:19 GMT",17.89,1,30.0,"Fri, 17 May 2019 22:52:13 GMT",383.0,"Fri, 17 May 2019 16:29:50 GMT",30.0,5.148055555555556,0.6166666666666667,382.3833333333333,383.0,30.0,250.00000000000003,train
2_39_89_439_2019-05-17 16:42:45.392857,caltech,"Fri, 17 May 2019 16:42:45 GMT","Sat, 18 May 2019 00:28:57 GMT","Fri, 17 May 2019 17:55:23 GMT",3.543,1,8.0,"Fri, 17 May 2019 23:53:45 GMT",431.0,"Fri, 17 May 2019 16:43:08 GMT",8.0,6.559444444444445,0.38333333333333336,430.6166666666667,431.0,8.0,66.66666666666667,train
2_39_92_436_2019-05-17 16:49:20.151615,caltech,"Fri, 17 May 2019 16:49:33 GMT","Sat, 18 May 2019 00:59:38 GMT","Fri, 17 May 2019 17:45:41 GMT",2.852,3,24.0,"Fri, 17 May 2019 20:00:33 GMT",191.0,"Fri, 17 May 2019 16:50:19 GMT",15.0,7.2325,0.7666666666666667,190.23333333333332,191.0,24.0,199.99999999999997,train
2_39_79_383_2019-05-17 16:51:30.206114,caltech,"Fri, 17 May 2019 16:51:30 GMT","Fri, 17 May 2019 20:35:36 GMT","Fri, 17 May 2019 19:56:15 GMT",5.446,1,8.0,"Fri, 17 May 2019 18:03:30 GMT",72.0,"Fri, 17 May 2019 16:51:44 GMT",8.0,0.6558333333333334,0.23333333333333334,71.76666666666667,72.0,8.0,66.66666666666667,train
2_39_90_26_2019-05-17 16:56:17.527212,caltech,"Fri, 17 May 2019 16:56:18 GMT","Sat, 18 May 2019 01:02:03 GMT","Fri, 17 May 2019 18:02:13 GMT",2.144,1,12.0,"Fri, 17 May 2019 19:01:18 GMT",125.0,"Fri, 17 May 2019 16:56:37 GMT",12.0,6.997222222222222,0.31666666666666665,124.68333333333334,125.0,12.0,99.99999999999999,train
2_39_79_378_2019-05-17 17:02:16.076666,caltech,"Fri, 17 May 2019 17:02:16 GMT","Sat, 18 May 2019 00:12:59 GMT","Sat, 18 May 2019 00:12:55 GMT",26.832,1,33.0,"Sat, 18 May 2019 00:02:16 GMT",420.0,"Fri, 17 May 2019 17:03:11 GMT",33.0,0.0011111111111111111,0.9166666666666666,419.0833333333333,420.0,33.0,275.0,train
2_39_124_22_2019-05-17 17:03:56.275620,caltech,"Fri, 17 May 2019 17:03:56 GMT","Sat, 18 May 2019 02:51:10 GMT","Fri, 17 May 2019 18:54:40 GMT",6.005,1,6.66,"Sat, 18 May 2019 00:08:56 GMT",425.0,"Fri, 17 May 2019 17:04:23 GMT",6.66,7.941666666666666,0.45,424.55,425.0,6.66,55.5,train
2_39_91_441_2019-05-17 17:11:23.813271,caltech,"Fri, 17 May 2019 17:11:24 GMT","Sat, 18 May 2019 02:01:55 GMT","Fri, 17 May 2019 18:55:25 GMT",10.571,1,30.0,"Fri, 17 May 2019 23:02:24 GMT",351.0,"Fri, 17 May 2019 17:11:42 GMT",30.0,7.108333333333333,0.3,350.7,351.0,30.0,250.00000000000003,train
2_39_78_363_2019-05-17 17:13:04.587367,caltech,"Fri, 17 May 2019 17:13:05 GMT","Fri, 17 May 2019 22:11:00 GMT","Fri, 17 May 2019 18:01:25 GMT",2.141,1,6.0,"Fri, 17 May 2019 22:23:05 GMT",310.0,"Fri, 17 May 2019 17:13:07 GMT",6.0,4.159722222222222,0.03333333333333333,309.96666666666664,310.0,6.0,49.99999999999999,train
2_39_78_366_2019-05-17 18:17:21.897678,caltech,"Fri, 17 May 2019 18:17:22 GMT","Sat, 18 May 2019 04:48:44 GMT","Fri, 17 May 2019 19:26:22 GMT",2.229,1,16.0,"Fri, 17 May 2019 23:08:22 GMT",291.0,"Fri, 17 May 2019 18:18:05 GMT",16.0,9.372777777777777,0.7166666666666667,290.28333333333336,291.0,16.0,133.33333333333334,train
2_39_78_367_2019-05-17 18:40:25.418529,caltech,"Fri, 17 May 2019 18:40:25 GMT","Sat, 18 May 2019 01:02:40 GMT","Sat, 18 May 2019 00:54:10 GMT",6.546,1,6.66,"Sat, 18 May 2019 00:57:25 GMT",377.0,"Fri, 17 May 2019 18:41:14 GMT",6.66,0.14166666666666666,0.8166666666666667,376.18333333333334,377.0,6.66,55.5,train
2_39_78_360_2019-05-17 19:09:34.424708,caltech,"Fri, 17 May 2019 19:09:34 GMT","Sat, 18 May 2019 00:37:50 GMT","Fri, 17 May 2019 21:27:15 GMT",14.24,2,21.0,"Fri, 17 May 2019 23:01:34 GMT",232.0,"Fri, 17 May 2019 19:10:00 GMT",21.0,3.176388888888889,0.43333333333333335,231.56666666666666,232.0,21.0,175.0,train
2_39_88_24_2019-05-17 19:33:40.703611,caltech,"Fri, 17 May 2019 19:33:11 GMT","Fri, 17 May 2019 22:53:34 GMT","Fri, 17 May 2019 20:30:39 GMT",2.084,1,5.46,"Sat, 18 May 2019 00:17:11 GMT",284.0,"Fri, 17 May 2019 19:35:01 GMT",5.46,2.3819444444444446,1.8333333333333333,282.1666666666667,284.0,5.46,45.5,train
2_39_95_27_2019-05-17 20:34:11.822206,caltech,"Fri, 17 May 2019 20:34:12 GMT","Fri, 17 May 2019 22:02:05 GMT","Fri, 17 May 2019 22:02:00 GMT",9.356,1,28.0,"Sat, 18 May 2019 00:44:12 GMT",250.0,"Fri, 17 May 2019 20:35:34 GMT",28.0,0.001388888888888889,1.3666666666666667,248.63333333333333,250.0,28.0,233.33333333333334,train
2_39_95_27_2019-05-17 22:23:29.132166,caltech,"Fri, 17 May 2019 22:23:29 GMT","Sat, 18 May 2019 01:45:35 GMT","Sat, 18 May 2019 00:19:04 GMT",5.937,1,8.0,"Fri, 17 May 2019 23:35:29 GMT",72.0,"Fri, 17 May 2019 22:23:44 GMT",8.0,1.4419444444444445,0.25,71.75,72.0,8.0,66.66666666666667,train
2_39_123_23_2019-05-17 23:16:51.536057,caltech,"Fri, 17 May 2019 23:16:54 GMT","Sat, 18 May 2019 00:52:56 GMT","Sat, 18 May 2019 00:52:51 GMT",5.242,3,16.0,"Sat, 18 May 2019 00:30:54 GMT",74.0,"Fri, 17 May 2019 23:17:40 GMT",16.0,0.001388888888888889,0.7666666666666667,73.23333333333333,74.0,16.0,133.33333333333334,train
2_39_139_28_2019-01-18 02:12:25.916460,caltech,"Fri, 18 Jan 2019 02:12:26 GMT","Fri, 18 Jan 2019 03:29:21 GMT","Fri, 18 Jan 2019 03:29:16 GMT",4.249,1,16.5,"Fri, 18 Jan 2019 03:39:26 GMT",87.0,"Fri, 18 Jan 2019 02:13:07 GMT",16.5,0.001388888888888889,0.6833333333333333,86.31666666666666,87.0,16.5,137.5,train
2_39_138_29_2019-01-18 02:33:38.699788,caltech,"Fri, 18 Jan 2019 02:33:39 GMT","Fri, 18 Jan 2019 02:47:02 GMT","Fri, 18 Jan 2019 02:46:54 GMT",1.466,1,8.0,"Fri, 18 Jan 2019 03:00:39 GMT",27.0,"Fri, 18 Jan 2019 02:33:43 GMT",8.0,0.0022222222222222222,0.06666666666666667,26.933333333333334,27.0,8.0,66.66666666666667,train
2_39_89_25_2019-01-18 03:11:31.654749,caltech,"Fri, 18 Jan 2019 03:11:32 GMT","Fri, 18 Jan 2019 06:01:02 GMT","Fri, 18 Jan 2019 05:26:05 GMT",7.729,1,12.0,"Fri, 18 Jan 2019 06:02:32 GMT",171.0,"Fri, 18 Jan 2019 03:11:39 GMT",12.0,0.5825,0.11666666666666667,170.88333333333333,171.0,12.0,99.99999999999999,train
2_39_127_19_2019-01-18 03:51:35.182150,caltech,"Fri, 18 Jan 2019 03:51:35 GMT","Fri, 18 Jan 2019 14:57:46 GMT","Fri, 18 Jan 2019 05:58:25 GMT",13.553,1,15.0,"Fri, 18 Jan 2019 06:24:35 GMT",153.0,"Fri, 18 Jan 2019 03:51:52 GMT",15.0,8.989166666666666,0.2833333333333333,152.71666666666667,153.0,15.0,125.00000000000001,train
2_39_139_28_2019-01-18 04:18:27.902530,caltech,"Fri, 18 Jan 2019 04:18:28 GMT","Fri, 18 Jan 2019 05:40:46 GMT","Fri, 18 Jan 2019 05:38:55 GMT",9.001,3,17.5,"Fri, 18 Jan 2019 05:48:28 GMT",90.0,"Fri, 18 Jan 2019 04:32:54 GMT",10.0,0.030833333333333334,14.433333333333334,75.56666666666666,90.0,17.5,145.83333333333331,train
2_39_79_378_2019-01-18 04:27:40.164518,caltech,"Fri, 18 Jan 2019 04:27:40 GMT","Fri, 18 Jan 2019 18:06:36 GMT","Fri, 18 Jan 2019 09:08:42 GMT",15.928,1,20.0,"Fri, 18 Jan 2019 06:46:40 GMT",139.0,"Fri, 18 Jan 2019 04:27:48 GMT",20.0,8.965,0.13333333333333333,138.86666666666667,139.0,20.0,166.66666666666666,train
2_39_125_21_2019-01-18 04:50:09.708645,caltech,"Fri, 18 Jan 2019 04:50:10 GMT","Fri, 18 Jan 2019 06:34:39 GMT","Fri, 18 Jan 2019 06:34:27 GMT",11.999,1,39.62,"Fri, 18 Jan 2019 08:17:10 GMT",207.0,"Fri, 18 Jan 2019 04:50:30 GMT",39.62,0.0033333333333333335,0.3333333333333333,206.66666666666666,207.0,39.62,330.16666666666663,train
2_39_123_23_2019-01-18 13:49:01.282068,caltech,"Fri, 18 Jan 2019 13:49:01 GMT","Fri, 18 Jan 2019 22:37:24 GMT","Fri, 18 Jan 2019 21:31:00 GMT",50.139,1,57.0,"Fri, 18 Jan 2019 22:26:01 GMT",517.0,"Fri, 18 Jan 2019 13:49:31 GMT",57.0,1.1066666666666667,0.5,516.5,517.0,57.0,474.99999999999994,train
2_39_89_25_2019-01-18 13:56:48.526419,caltech,"Fri, 18 Jan 2019 13:56:49 GMT","Fri, 18 Jan 2019 15:04:28 GMT","Fri, 18 Jan 2019 15:04:24 GMT",3.345,1,8.0,"Fri, 18 Jan 2019 15:17:49 GMT",81.0,"Fri, 18 Jan 2019 13:57:04 GMT",8.0,0.0011111111111111111,0.25,80.75,81.0,8.0,66.66666666666667,train
2_39_78_366_2019-01-18 15:29:50.592068,caltech,"Fri, 18 Jan 2019 15:29:51 GMT","Sat, 19 Jan 2019 01:08:43 GMT","Fri, 18 Jan 2019 22:36:32 GMT",7.938,1,15.0,"Sat, 19 Jan 2019 00:53:51 GMT",564.0,"Fri, 18 Jan 2019 15:30:05 GMT",15.0,2.536388888888889,0.23333333333333334,563.7666666666667,564.0,15.0,125.00000000000001,train
2_39_89_25_2019-01-18 15:59:18.752643,caltech,"Fri, 18 Jan 2019 15:59:19 GMT","Sat, 19 Jan 2019 00:36:58 GMT","Fri, 18 Jan 2019 17:45:49 GMT",5.513,1,8.0,"Fri, 18 Jan 2019 16:57:19 GMT",58.0,"Fri, 18 Jan 2019 16:00:17 GMT",8.0,6.8525,0.9666666666666667,57.03333333333333,58.0,8.0,66.66666666666667,train
2_39_139_28_2019-01-18 16:07:19.656102,caltech,"Fri, 18 Jan 2019 16:07:20 GMT","Fri, 18 Jan 2019 18:28:56 GMT","Fri, 18 Jan 2019 17:37:34 GMT",5.008,2,8.0,"Fri, 18 Jan 2019 18:23:20 GMT",136.0,"Fri, 18 Jan 2019 18:25:49 GMT",8.0,0.8561111111111112,138.48333333333332,-2.4833333333333334,136.0,8.0,66.66666666666667,train
2_39_95_444_2019-01-18 16:08:43.124217,caltech,"Fri, 18 Jan 2019 16:08:43 GMT","Sat, 19 Jan 2019 00:02:08 GMT","Sat, 19 Jan 2019 00:01:52 GMT",9.873,1,10.0,"Fri, 18 Jan 2019 23:09:43 GMT",421.0,"Fri, 18 Jan 2019 16:09:14 GMT",10.0,0.0044444444444444444,0.5166666666666667,420.48333333333335,421.0,10.0,83.33333333333333,train
2_39_92_442_2019-01-18 16:14:05.940811,caltech,"Fri, 18 Jan 2019 16:14:06 GMT","Sat, 19 Jan 2019 00:52:30 GMT","Sat, 19 Jan 2019 00:03:02 GMT",24.983,1,25.0,"Sat, 19 Jan 2019 00:32:06 GMT",498.0,"Fri, 18 Jan 2019 16:14:36 GMT",25.0,0.8244444444444444,0.5,497.5,498.0,25.0,208.33333333333334,train
2_39_129_17_2019-01-18 16:33:27.891835,caltech,"Fri, 18 Jan 2019 16:33:28 GMT","Sat, 19 Jan 2019 01:18:16 GMT","Fri, 18 Jan 2019 21:15:01 GMT",30.53,1,40.0,"Sat, 19 Jan 2019 00:50:28 GMT",497.0,"Fri, 18 Jan 2019 16:33:31 GMT",40.0,4.054166666666666,0.05,496.95,497.0,40.0,333.3333333333333,train
2_39_131_30_2019-01-18 16:40:23.156372,caltech,"Fri, 18 Jan 2019 16:40:23 GMT","Sat, 19 Jan 2019 02:21:58 GMT","Fri, 18 Jan 2019 18:34:13 GMT",6.432,1,18.0,"Sat, 19 Jan 2019 00:32:23 GMT",472.0,"Fri, 18 Jan 2019 16:40:27 GMT",18.0,7.795833333333333,0.06666666666666667,471.93333333333334,472.0,18.0,150.0,train
2_39_79_380_2019-01-18 16:43:48.163978,caltech,"Fri, 18 Jan 2019 16:43:48 GMT","Sat, 19 Jan 2019 02:30:39 GMT","Fri, 18 Jan 2019 19:31:47 GMT",8.774,1,18.0,"Sat, 19 Jan 2019 00:12:48 GMT",449.0,"Fri, 18 Jan 2019 16:44:18 GMT",18.0,6.981111111111111,0.5,448.5,449.0,18.0,150.0,train
2_39_79_377_2019-01-18 16:52:24.368731,caltech,"Fri, 18 Jan 2019 16:52:24 GMT","Fri, 18 Jan 2019 23:33:58 GMT","Fri, 18 Jan 2019 23:33:53 GMT",36.667,1,50.0,"Sat, 19 Jan 2019 02:57:24 GMT",605.0,"Fri, 18 Jan 2019 16:53:29 GMT",50.0,0.001388888888888889,1.0833333333333333,603.9166666666666,605.0,50.0,416.6666666666667,train
2_39_91_437_2019-01-18 17:02:03.319581,caltech,"Fri, 18 Jan 2019 17:02:03 GMT","Fri, 18 Jan 2019 19:02:09 GMT","Fri, 18 Jan 2019 19:02:05 GMT",7.012,1,8.0,"Fri, 18 Jan 2019 18:46:03 GMT",104.0,"Fri, 18 Jan 2019 17:02:35 GMT",8.0,0.0011111111111111111,0.5333333333333333,103.46666666666667,104.0,8.0,66.66666666666667,train
2_39_95_27_2019-01-18 17:06:12.969849,caltech,"Fri, 18 Jan 2019 17:06:13 GMT","Sat, 19 Jan 2019 02:05:18 GMT","Fri, 18 Jan 2019 19:00:02 GMT",6.317,1,6.66,"Fri, 18 Jan 2019 20:11:13 GMT",185.0,"Fri, 18 Jan 2019 17:06:27 GMT",6.66,7.087777777777778,0.23333333333333334,184.76666666666668,185.0,6.66,55.5,train
2_39_88_438_2019-01-18 17:25:33.986799,caltech,"Fri, 18 Jan 2019 17:25:34 GMT","Fri, 18 Jan 2019 23:43:33 GMT","Fri, 18 Jan 2019 20:06:28 GMT",8.716,1,10.0,"Fri, 18 Jan 2019 21:56:34 GMT",271.0,"Fri, 18 Jan 2019 17:26:05 GMT",10.0,3.6180555555555554,0.5166666666666667,270.48333333333335,271.0,10.0,83.33333333333333,train
2_39_79_383_2019-01-18 17:42:20.219070,caltech,"Fri, 18 Jan 2019 17:42:20 GMT","Sat, 19 Jan 2019 02:25:51 GMT","Sat, 19 Jan 2019 01:43:48 GMT",16.266,1,16.0,"Fri, 18 Jan 2019 23:58:20 GMT",376.0,"Fri, 18 Jan 2019 17:42:37 GMT",16.0,0.7008333333333333,0.2833333333333333,375.71666666666664,376.0,16.0,133.33333333333334,train
2_39_78_365_2019-01-18 17:50:29.898184,caltech,"Fri, 18 Jan 2019 17:50:30 GMT","Fri, 18 Jan 2019 18:24:04 GMT","Fri, 18 Jan 2019 18:23:45 GMT",3.31,1,20.76,"Sat, 19 Jan 2019 02:49:30 GMT",539.0,"Fri, 18 Jan 2019 17:50:44 GMT",20.76,0.005277777777777778,0.23333333333333334,538.7666666666667,539.0,20.76,173.0,train
2_39_125_21_2019-01-18 17:51:56.035680,caltech,"Fri, 18 Jan 2019 17:51:56 GMT","Sat, 19 Jan 2019 02:19:42 GMT","Fri, 18 Jan 2019 18:37:52 GMT",1.925,1,6.0,"Fri, 18 Jan 2019 21:30:56 GMT",219.0,"Fri, 18 Jan 2019 17:52:01 GMT",6.0,7.697222222222222,0.08333333333333333,218.91666666666666,219.0,6.0,49.99999999999999,train
2_39_79_381_2019-01-18 18:05:08.963497,caltech,"Fri, 18 Jan 2019 18:05:09 GMT","Sat, 19 Jan 2019 03:14:40 GMT","Sat, 19 Jan 2019 00:03:50 GMT",11.879,1,18.0,"Sat, 19 Jan 2019 02:39:09 GMT",514.0,"Fri, 18 Jan 2019 18:05:16 GMT",18.0,3.1805555555555554,0.11666666666666667,513.8833333333333,514.0,18.0,150.0,train
2_39_79_378_2019-01-18 18:10:48.497990,caltech,"Fri, 18 Jan 2019 18:10:48 GMT","Fri, 18 Jan 2019 21:29:17 GMT","Fri, 18 Jan 2019 20:24:35 GMT",4.044,1,30.0,"Fri, 18 Jan 2019 21:06:48 GMT",176.0,"Fri, 18 Jan 2019 18:11:19 GMT",30.0,1.0783333333333334,0.5166666666666667,175.48333333333332,176.0,30.0,250.00000000000003,train
2_39_90_440_2019-01-18 18:11:19.876919,caltech,"Fri, 18 Jan 2019 18:11:20 GMT","Sat, 19 Jan 2019 01:43:55 GMT","Fri, 18 Jan 2019 19:57:59 GMT",5.498,1,8.0,"Sat, 19 Jan 2019 01:06:20 GMT",415.0,"Fri, 18 Jan 2019 18:11:38 GMT",8.0,5.765555555555555,0.3,414.7,415.0,8.0,66.66666666666667,train
2_39_130_564_2019-01-18 18:15:37.865958,caltech,"Fri, 18 Jan 2019 18:15:38 GMT","Sat, 19 Jan 2019 01:54:28 GMT","Fri, 18 Jan 2019 18:43:32 GMT",2.258,1,14.25,"Sat, 19 Jan 2019 01:25:38 GMT",430.0,"Fri, 18 Jan 2019 18:15:44 GMT",14.25,7.182222222222222,0.1,429.9,430.0,14.25,118.74999999999999,train
2_39_78_361_2019-01-18 18:26:26.936635,caltech,"Fri, 18 Jan 2019 18:26:27 GMT","Sat, 19 Jan 2019 01:05:33 GMT","Sat, 19 Jan 2019 01:05:21 GMT",17.734,1,30.0,"Sat, 19 Jan 2019 00:43:27 GMT",377.0,"Fri, 18 Jan 2019 18:27:21 GMT",30.0,0.0033333333333333335,0.9,376.1,377.0,30.0,250.00000000000003,train
2_39_124_22_2019-01-18 18:54:44.005157,caltech,"Fri, 18 Jan 2019 18:54:44 GMT","Fri, 18 Jan 2019 19:31:27 GMT","Fri, 18 Jan 2019 19:31:22 GMT",3.547,1,27.0,"Fri, 18 Jan 2019 19:22:44 GMT",28.0,"Fri, 18 Jan 2019 18:57:48 GMT",27.0,0.001388888888888889,3.066666666666667,24.933333333333334,28.0,27.0,225.0,train
2_39_91_441_2019-01-18 19:10:16.843089,caltech,"Fri, 18 Jan 2019 19:10:17 GMT","Fri, 18 Jan 2019 20:35:16 GMT","Fri, 18 Jan 2019 20:35:11 GMT",8.629,1,40.0,"Sat, 19 Jan 2019 01:31:17 GMT",381.0,"Fri, 18 Jan 2019 19:10:37 GMT",40.0,0.001388888888888889,0.3333333333333333,380.6666666666667,381.0,40.0,333.3333333333333,train
2_39_79_376_2019-01-18 19:47:50.185331,caltech,"Fri, 18 Jan 2019 19:47:50 GMT","Sat, 19 Jan 2019 05:47:21 GMT","Sat, 19 Jan 2019 01:11:33 GMT",16.12,1,21.84,"Sat, 19 Jan 2019 06:56:50 GMT",669.0,"Fri, 18 Jan 2019 19:48:12 GMT",21.84,4.596666666666667,0.36666666666666664,668.6333333333333,669.0,21.84,182.0,train
2_39_91_437_2019-01-18 19:48:31.022624,caltech,"Fri, 18 Jan 2019 19:48:31 GMT","Sat, 19 Jan 2019 02:22:31 GMT","Fri, 18 Jan 2019 21:21:11 GMT",8.807,1,9.0,"Sat, 19 Jan 2019 00:40:31 GMT",292.0,"Fri, 18 Jan 2019 19:49:10 GMT",9.0,5.022222222222222,0.65,291.35,292.0,9.0,75.0,train
2_39_78_365_2019-01-18 20:07:03.552419,caltech,"Fri, 18 Jan 2019 20:07:04 GMT","Sat, 19 Jan 2019 02:40:39 GMT","Sat, 19 Jan 2019 02:10:54 GMT",14.853,1,26.64,"Sat, 19 Jan 2019 01:42:04 GMT",335.0,"Fri, 18 Jan 2019 20:07:34 GMT",26.64,0.49583333333333335,0.5,334.5,335.0,26.64,222.0,train
2_39_78_367_2019-01-18 20:27:01.244685,caltech,"Fri, 18 Jan 2019 20:27:01 GMT","Sat, 19 Jan 2019 00:48:38 GMT","Sat, 19 Jan 2019 00:36:37 GMT",3.607,1,20.0,"Sat, 19 Jan 2019 03:25:01 GMT",418.0,"Fri, 18 Jan 2019 20:27:16 GMT",20.0,0.20027777777777778,0.25,417.75,418.0,20.0,166.66666666666666,train
2_39_124_22_2019-01-18 20:29:11.119217,caltech,"Fri, 18 Jan 2019 20:29:11 GMT","Sat, 19 Jan 2019 02:30:25 GMT","Sat, 19 Jan 2019 02:30:16 GMT",39.747,1,40.0,"Sat, 19 Jan 2019 02:43:11 GMT",374.0,"Fri, 18 Jan 2019 20:29:39 GMT",40.0,0.0025,0.4666666666666667,373.53333333333336,374.0,40.0,333.3333333333333,train
2_39_78_364_2019-01-18 20:36:09.690805,caltech,"Fri, 18 Jan 2019 20:36:10 GMT","Sat, 19 Jan 2019 00:07:27 GMT","Sat, 19 Jan 2019 00:04:46 GMT",5.075,1,24.0,"Fri, 18 Jan 2019 23:36:10 GMT",180.0,"Fri, 18 Jan 2019 20:39:07 GMT",24.0,0.04472222222222222,2.95,177.05,180.0,24.0,199.99999999999997,train
2_39_78_363_2019-01-18 20:38:22.069338,caltech,"Fri, 18 Jan 2019 20:38:22 GMT","Sat, 19 Jan 2019 00:48:47 GMT","Fri, 18 Jan 2019 23:30:27 GMT",4.567,1,8.0,"Fri, 18 Jan 2019 23:54:22 GMT",196.0,"Fri, 18 Jan 2019 20:39:11 GMT",8.0,1.3055555555555556,0.8166666666666667,195.18333333333334,196.0,8.0,66.66666666666667,train
2_39_130_31_2019-01-18 20:54:29.530910,caltech,"Fri, 18 Jan 2019 20:54:30 GMT","Sat, 19 Jan 2019 05:52:36 GMT","Fri, 18 Jan 2019 21:57:05 GMT",2.045,1,16.0,"Sat, 19 Jan 2019 01:45:30 GMT",291.0,"Fri, 18 Jan 2019 20:54:54 GMT",16.0,7.925277777777778,0.4,290.6,291.0,16.0,133.33333333333334,train
2_39_92_436_2019-01-18 21:33:43.524053,caltech,"Fri, 18 Jan 2019 21:33:44 GMT","Sat, 19 Jan 2019 01:08:37 GMT","Sat, 19 Jan 2019 01:07:51 GMT",19.423,1,60.0,"Sat, 19 Jan 2019 05:40:44 GMT",487.0,"Fri, 18 Jan 2019 21:36:08 GMT",60.0,0.012777777777777779,2.4,484.6,487.0,60.0,500.00000000000006,train
2_39_139_28_2019-01-18 21:39:51.074717,caltech,"Fri, 18 Jan 2019 21:39:51 GMT","Sat, 19 Jan 2019 01:14:33 GMT","Fri, 18 Jan 2019 23:27:49 GMT",10.331,1,17.85,"Sat, 19 Jan 2019 00:08:51 GMT",149.0,"Fri, 18 Jan 2019 21:42:17 GMT",17.85,1.778888888888889,2.433333333333333,146.56666666666666,149.0,17.85,148.75000000000003,train
2_39_79_378_2019-01-18 21:58:50.156674,caltech,"Fri, 18 Jan 2019 21:58:50 GMT","Sat, 19 Jan 2019 01:28:13 GMT","Sat, 19 Jan 2019 01:28:09 GMT",9.051,2,16.0,"Sat, 19 Jan 2019 01:46:50 GMT",228.0,"Fri, 18 Jan 2019 21:59:42 GMT",8.0,0.0011111111111111111,0.8666666666666667,227.13333333333333,228.0,16.0,133.33333333333334,train
2_39_95_27_2019-10-18 01:18:52.701636,caltech,"Fri, 18 Oct 2019 01:18:53 GMT","Fri, 18 Oct 2019 05:14:20 GMT","Fri, 18 Oct 2019 05:14:15 GMT",13.691,1,20.0,"Fri, 18 Oct 2019 05:17:53 GMT",239.0,"Fri, 18 Oct 2019 01:19:11 GMT",20.0,0.001388888888888889,0.3,238.7,239.0,20.0,166.66666666666666,train
2_39_130_31_2019-10-18 01:46:00.835726,caltech,"Fri, 18 Oct 2019 01:46:01 GMT","Fri, 18 Oct 2019 13:56:58 GMT","Fri, 18 Oct 2019 09:13:44 GMT",49.867,4,124.8,"Fri, 18 Oct 2019 12:21:01 GMT",635.0,"Fri, 18 Oct 2019 02:24:41 GMT",124.8,4.720555555555555,38.666666666666664,596.3333333333334,635.0,124.8,1040.0,train
2_39_79_379_2019-10-18 02:10:56.893450,caltech,"Fri, 18 Oct 2019 02:10:57 GMT","Fri, 18 Oct 2019 04:51:00 GMT","Fri, 18 Oct 2019 04:23:48 GMT",6.538,1,6.66,"Fri, 18 Oct 2019 14:10:57 GMT",720.0,"Fri, 18 Oct 2019 02:11:16 GMT",6.66,0.4533333333333333,0.31666666666666665,719.6833333333333,720.0,6.66,55.5,train
2_39_78_361_2019-10-18 14:18:12.207056,caltech,"Fri, 18 Oct 2019 14:18:12 GMT","Fri, 18 Oct 2019 16:18:58 GMT","Fri, 18 Oct 2019 15:22:25 GMT",3.586,1,8.0,"Fri, 18 Oct 2019 16:27:12 GMT",129.0,"Fri, 18 Oct 2019 14:18:54 GMT",8.0,0.9425,0.7,128.3,129.0,8.0,66.66666666666667,train
2_39_139_28_2019-10-18 15:11:30.892531,caltech,"Fri, 18 Oct 2019 15:11:31 GMT","Fri, 18 Oct 2019 17:28:16 GMT","Fri, 18 Oct 2019 17:10:31 GMT",7.23,1,15.0,"Fri, 18 Oct 2019 19:57:31 GMT",286.0,"Fri, 18 Oct 2019 15:11:49 GMT",15.0,0.29583333333333334,0.3,285.7,286.0,15.0,125.00000000000001,train
