session_id,charging_minutes,work_energy_kwh,n_events,gap_energy_kwh,max_duration_min,has_event
2_39_131_30_2019-03-23 23:03:24.940105,185,642.5094125,1.0,0.23808027777777774,7.0,True
2_39_131_30_2019-03-24 18:36:49.845851,32,53.972387499999996,0.0,0.0,0.0,False
2_39_131_30_2019-03-25 15:40:40.682726,91,289.2499553571429,1.0,0.22279069444444444,7.0,True
2_39_131_30_2019-03-26 04:24:15.421862,238,1556.5506339285714,1.0,0.7856057638888888,19.0,True
2_39_131_30_2019-03-26 15:53:21.199517,86,274.4571634803922,1.0,0.26608993055555563,7.0,True
2_39_131_30_2019-03-27 01:52:40.249312,40,195.34103137254903,1.0,0.7622567524509805,16.0,True
2_39_131_30_2019-03-27 04:32:08.516904,334,2203.7754438393304,1.0,0.8026005555555555,17.0,True
2_39_131_30_2019-03-27 15:11:03.662694,83,276.5596307422969,2.0,0.4637262540849673,10.0,True
2_39_131_30_2019-03-28 01:57:48.044767,45,252.8721088235294,1.0,0.20263867238562097,5.0,True
2_39_131_30_2019-03-28 15:48:10.111496,85,280.2509800070028,4.0,0.9644070138888887,11.0,True
2_39_131_30_2019-03-29 15:43:22.522886,145,567.0500652391726,2.0,1.8902546483037659,64.0,True
2_39_131_30_2019-03-30 00:14:53.111617,277,934.9195517662321,5.0,1.8155542987109783,27.0,True
2_39_131_30_2019-03-30 20:16:33.162954,107,323.10220466652373,0.0,0.0,0.0,False
2_39_131_30_2019-04-01 04:12:22.668145,401,2639.5466979341736,1.0,0.8245691666666666,19.0,True
2_39_131_30_2019-04-01 15:36:40.966759,216,735.4623255252101,10.0,3.0997852170868345,51.0,True
2_39_131_30_2019-04-02 01:17:56.477637,31,50.605756652661064,0.0,0.0,0.0,False
2_39_131_30_2019-04-02 04:05:52.683919,221,708.389200245098,1.0,0.37973145833333344,11.0,True
2_39_131_30_2019-04-03 15:43:03.308762,77,254.59694215686275,3.0,0.72390039624183,9.0,True
2_39_131_30_2019-04-04 15:32:21.120768,175,836.0061649886877,3.0,1.7711269566993464,46.0,True
2_39_131_30_2019-04-05 04:22:45.828998,33,54.31075416666667,0.0,0.0,0.0,False
2_39_131_30_2019-04-05 16:11:29.746484,82,272.33185206582635,3.0,0.7304971527777777,17.0,True
2_39_131_30_2019-04-06 19:45:28.854050,86,289.89274166666667,2.0,0.6057772916666666,13.0,True
2_39_131_30_2019-04-09 16:02:34.240838,105,346.4550509803922,3.0,1.3092731985294117,27.0,True
2_39_131_30_2019-04-10 15:42:24.917196,83,277.8009257326007,2.0,1.1529065476190477,30.0,True
2_39_131_30_2019-04-11 01:46:19.508877,32,48.59064507575757,0.0,0.0,0.0,False
2_39_131_30_2019-04-11 15:49:49.985574,83,273.69083112745096,4.0,0.8372201593137255,9.0,True
2_39_131_30_2019-04-12 03:06:39.159846,233,819.5434166666666,3.0,0.5818165277777777,15.0,True
2_39_131_30_2019-04-12 14:30:45.667741,276,1880.6752468137254,0.0,0.0,0.0,False
2_39_131_30_2019-04-12 19:17:14.967177,60,121.33272123440285,2.0,0.52975875,8.0,True
2_39_131_30_2019-04-13 14:51:15.546685,112,738.0076390151515,0.0,0.0,0.0,False
2_39_131_30_2019-04-13 17:01:49.548015,77,476.56752083333333,0.0,0.0,0.0,False
2_39_131_30_2019-04-14 04:49:06.997343,134,469.9640887820513,0.0,0.0,0.0,False
2_39_131_30_2019-04-14 16:28:19.882456,110,693.8656080882353,1.0,0.27919895833333336,6.0,True
2_39_131_30_2019-04-15 15:38:05.474697,249,856.9137634803922,10.0,2.008470235177404,16.0,True
2_39_131_30_2019-04-17 04:06:53.543187,179,559.0627625,1.0,0.3097414583333333,10.0,True
2_39_131_30_2019-04-18 15:45:03.448671,81,275.43679583333335,1.0,0.2729346527777778,7.0,True
2_39_131_30_2019-04-19 03:42:20.061829,366,2462.831018417367,1.0,0.6527177777777776,14.0,True
2_39_131_30_2019-04-19 15:37:03.032559,79,262.6930456805449,1.0,0.2956608333333334,8.0,True
2_39_131_30_2019-04-20 14:51:40.254630,84,481.0994416666667,1.0,0.8743599999999999,21.0,True
2_39_131_30_2019-04-21 21:39:24.100612,303,2016.1580485347986,1.0,0.8435969444444444,21.0,True
2_39_131_30_2019-04-22 15:59:07.836335,71,204.53336712454214,1.0,0.45977687500000003,16.0,True
2_39_131_30_2019-04-22 17:37:47.019964,41,180.27243333333334,0.0,0.0,0.0,False
2_39_131_30_2019-04-22 20:49:57.030347,56,177.002075,0.0,0.0,0.0,False
2_39_131_30_2019-04-23 15:41:55.261199,77,255.72763750000001,3.0,0.7432890972222221,8.0,True
2_39_131_30_2019-04-24 01:19:49.520264,78,254.2962137254902,0.0,0.0,0.0,False
2_39_131_30_2019-04-24 15:47:58.117568,77,258.84943529411765,2.0,0.6082747263071895,12.0,True
2_39_131_30_2019-04-25 01:53:03.823762,68,382.5788110294117,1.0,0.8790458741830066,19.0,True
2_39_131_30_2019-04-25 15:30:18.507850,155,719.1973899509803,1.0,1.4763494444444443,43.0,True
2_39_131_30_2019-04-26 00:31:53.223923,53,173.1685225490196,2.0,0.23323888071895427,5.0,True
2_39_131_30_2019-04-26 06:57:53.086509,290,1922.6446593137255,1.0,0.8008303472222222,21.0,True
2_39_131_30_2019-04-27 19:50:59.462138,72,458.9017169117647,0.0,0.0,0.0,False
2_39_131_30_2019-04-27 22:51:32.197150,44,234.47503749999998,0.0,0.0,0.0,False
2_39_131_30_2019-04-28 14:14:31.126306,73,143.95120832104772,2.0,0.7127622753267973,13.0,True
2_39_131_30_2019-04-28 17:40:30.336113,44,113.73167853091275,1.0,0.5179327278981769,16.0,True
2_39_131_30_2019-04-28 20:30:00.222139,115,378.5076131864867,0.0,0.0,0.0,False
2_39_131_30_2019-04-29 19:44:41.326016,31,52.47215078259374,0.0,0.0,0.0,False
2_39_131_30_2019-04-30 01:20:18.503797,82,272.77173210784315,0.0,0.0,0.0,False
2_39_131_30_2019-04-30 04:25:50.911724,204,715.0582147015824,3.0,0.574637054738562,12.0,True
2_39_131_30_2019-05-01 08:18:44.595638,398,2662.0764426470587,1.0,0.7625729861111112,20.0,True
2_39_131_30_2019-05-02 15:00:18.523087,61,185.87770416666666,1.0,0.4104402777777778,8.0,True
2_39_131_30_2019-05-04 04:44:54.092420,223,710.7103791666667,1.0,0.23736118055555555,9.0,True
2_39_131_30_2019-05-05 01:40:56.513642,294,969.1351166666667,4.0,1.0571800694444444,15.0,True
2_39_131_30_2019-05-05 19:10:40.815735,32,59.2116375,0.0,0.0,0.0,False
2_39_131_30_2019-05-05 20:28:14.793299,100,322.22334431818183,0.0,0.0,0.0,False
2_39_131_30_2019-05-06 15:36:27.191936,181,622.0045889005602,3.0,1.6576981448412695,48.0,True
2_39_131_30_2019-05-07 20:49:32.354775,32,55.85770833333333,0.0,0.0,0.0,False
2_39_131_30_2019-05-07 22:20:18.379305,46,257.5993840909091,0.0,0.0,0.0,False
2_39_131_30_2019-05-08 00:59:02.602404,40,103.22355,0.0,0.0,0.0,False
2_39_131_30_2019-05-08 03:10:20.138388,21,82.74810151515152,1.0,0.7213140277777779,10.0,True
2_39_131_30_2019-05-08 15:33:53.111063,87,293.3982208333333,2.0,0.46275083333333333,9.0,True
2_39_131_30_2019-05-09 01:47:30.976644,49,276.9739732142857,1.0,0.17266118055555554,5.0,True
2_39_131_30_2019-05-09 15:27:34.822756,83,280.0938933823529,1.0,0.2977381250000001,9.0,True
2_39_131_30_2019-05-11 01:38:31.433319,440,2968.602581652661,1.0,0.8265127532679739,20.0,True
2_39_131_30_2019-05-11 17:58:19.123775,114,374.1805388814617,1.0,0.4357900694444445,10.0,True
2_39_131_30_2019-05-12 17:36:03.258372,66,393.9702973856209,1.0,0.177749375,5.0,True
2_39_131_30_2019-05-13 00:18:36.067880,178,631.4127508169935,1.0,0.16418013480392152,8.0,True
2_39_131_30_2019-05-13 15:35:40.961213,271,931.7130095238095,9.0,3.680574244864612,63.0,True
2_39_131_30_2019-05-13 23:43:47.596207,76,257.56394681372547,1.0,0.25050319444444447,5.0,True
2_39_131_30_2019-05-14 15:50:30.918103,154,531.9422950046685,2.0,0.62515,12.0,True
2_39_131_30_2019-05-15 15:29:02.517461,170,804.9114392857142,2.0,1.6901590972222227,42.0,True
2_39_131_30_2019-05-16 01:23:53.683349,76,249.12854583333333,0.0,0.0,0.0,False
2_39_131_30_2019-05-16 13:45:47.973583,32,55.050155637254896,0.0,0.0,0.0,False
2_39_131_30_2019-05-17 16:01:09.854223,84,260.51139166666667,4.0,0.9614575000000001,13.0,True
2_39_131_30_2019-05-18 14:51:36.958860,108,722.496737009804,0.0,0.0,0.0,False
2_39_131_30_2019-05-18 20:16:33.285587,81,265.1343677547942,0.0,0.0,0.0,False
2_39_131_30_2019-05-19 17:00:20.643607,119,808.0301068627451,0.0,0.0,0.0,False
2_39_131_30_2019-05-20 15:59:51.604026,98,371.69100987394955,2.0,1.4704350805322128,39.0,True
2_39_131_30_2019-05-21 14:26:55.958399,130,835.7826031862745,1.0,0.47565645833333325,6.0,True
2_39_131_30_2019-05-22 04:01:40.167831,78,253.0819600490196,0.0,0.0,0.0,False
2_39_131_30_2019-05-22 15:24:31.502430,87,274.914768872549,1.0,0.26383104166666665,7.0,True
2_39_131_30_2019-05-22 19:36:36.021327,48,136.19631393557424,2.0,1.1096060002334267,24.0,True
2_39_131_30_2019-05-23 04:15:43.425460,78,251.96999093137254,0.0,0.0,0.0,False
2_39_131_30_2019-05-23 15:46:00.336294,86,275.7218815359477,2.0,1.190358171296296,29.0,True
2_39_131_30_2019-05-24 15:09:37.525706,85,341.1268019607843,1.0,1.1338597916666664,31.0,True
2_39_131_30_2019-05-25 18:04:47.110961,125,858.5151957983193,0.0,0.0,0.0,False
2_39_131_30_2019-05-25 23:50:42.993780,451,3034.129123330999,1.0,0.7786911111111112,21.0,True
2_39_131_30_2019-05-29 15:42:39.686999,92,288.87278154761907,1.0,0.29204312500000007,7.0,True
2_39_131_30_2019-05-30 01:31:48.006325,62,355.7105071078431,0.0,0.0,0.0,False
2_39_131_30_2019-05-30 04:41:36.491061,109,338.6457337535014,1.0,0.2751240277777777,8.0,True
2_39_131_30_2019-05-31 15:22:22.275196,83,265.0022225490196,1.0,0.25465578431372554,7.0,True
2_39_131_30_2019-08-01 15:42:48.863451,84,266.75924707172345,1.0,0.23746097222222223,6.0,True
2_39_131_30_2019-08-02 15:42:19.285976,85,265.1322756593896,2.0,1.9557560578718665,32.0,True
2_39_131_30_2019-08-03 15:18:43.522237,74,255.27433333333335,1.0,0.2534045833333333,5.0,True
2_39_131_30_2019-08-03 19:26:27.823472,285,986.6712284313726,7.0,4.696416654411764,80.0,True
2_39_131_30_2019-08-05 12:57:19.762035,86,277.30142331932774,2.0,0.70144431372549,20.0,True
2_39_131_30_2019-08-05 15:37:35.177075,288,960.7400007518797,7.0,5.380368610251117,67.0,True
2_39_131_30_2019-08-06 03:12:47.846545,32,46.714237499999996,0.0,0.0,0.0,False
2_39_131_30_2019-08-06 04:45:51.811627,241,753.2926506535947,1.0,0.16555305555555552,6.0,True
2_39_131_30_2019-08-07 15:46:00.586598,101,311.7182,3.0,2.094478125,34.0,True
2_39_131_30_2019-08-08 01:58:55.344276,62,215.02940416666667,3.0,0.7304382638888887,20.0,True
2_39_131_30_2019-08-08 15:40:18.076964,88,282.01283333333333,1.0,0.17122965277777777,6.0,True
2_39_131_30_2019-08-09 15:30:51.137249,92,294.18087328431375,2.0,1.8317235008169932,48.0,True
2_39_131_30_2019-08-10 17:25:35.942667,32,53.429004166666665,0.0,0.0,0.0,False
2_39_131_30_2019-08-11 22:26:16.831336,118,748.8465009803922,0.0,0.0,0.0,False
2_39_131_30_2019-08-12 15:36:46.875002,301,988.3651870098039,12.0,5.173423970588234,49.0,True
2_39_131_30_2019-08-14 15:36:08.068301,194,942.6640965811965,2.0,1.6383006944444443,40.0,True
2_39_131_30_2019-08-15 01:03:28.172562,112,449.4142362511671,3.0,1.6690279289215684,20.0,True
2_39_131_30_2019-08-16 03:20:44.715217,93,575.5950205882352,1.0,0.38019791666666664,6.0,True
2_39_131_30_2019-08-16 13:35:55.188638,27,174.15506950280113,0.0,0.0,0.0,False
2_39_131_30_2019-08-16 15:30:50.188366,87,280.23271673669467,1.0,0.4813729166666667,14.0,True
2_39_131_30_2019-08-18 21:22:48.919246,97,316.4188073529412,1.0,0.9078819689542483,37.0,True
2_39_131_30_2019-08-18 23:40:32.688322,113,399.8692599089636,3.0,1.286522682072829,38.0,True
2_39_131_30_2019-08-19 14:56:41.797200,120,384.01081911764703,1.0,0.3821197916666667,8.0,True
2_39_131_30_2019-08-20 15:56:59.740207,88,276.86224828431375,3.0,1.2608020138888885,20.0,True
2_39_131_30_2019-08-21 03:25:22.437245,86,587.4898339985995,0.0,0.0,0.0,False
2_39_131_30_2019-08-21 15:46:06.548719,85,265.6717766025641,3.0,1.6595659803921565,30.0,True
2_39_131_30_2019-08-22 01:33:20.162074,85,384.8155469919786,1.0,1.003394007352941,22.0,True
2_39_131_30_2019-08-22 15:59:34.521959,94,292.50751911764706,3.0,1.949714403594771,36.0,True
2_39_131_30_2019-08-23 01:23:05.796474,74,260.5534039489922,2.0,0.9192613439542481,31.0,True
2_39_131_30_2019-08-23 03:32:56.577722,71,433.71471119281046,0.0,0.0,0.0,False
2_39_131_30_2019-08-23 15:37:58.253131,167,550.6873269607843,6.0,2.8198325857843134,34.0,True
2_39_131_30_2019-08-24 04:41:42.919062,112,364.7133971620227,0.0,0.0,0.0,False
2_39_131_30_2019-08-25 20:33:24.511607,89,589.4554902777778,0.0,0.0,0.0,False
2_39_131_30_2019-08-26 00:33:43.703003,192,586.8339464052287,2.0,0.41192340277777784,9.0,True
2_39_131_30_2019-08-27 15:55:44.162920,222,736.5757218137255,8.0,3.9125335171568625,73.0,True
2_39_131_30_2019-08-28 15:35:55.153987,79,241.74169338235293,2.0,1.725234554738562,37.0,True
2_39_131_30_2019-08-28 23:28:28.025719,182,639.5741443627451,1.0,0.9447713194444444,44.0,True
2_39_131_30_2019-08-29 15:52:16.506724,162,534.506165680746,4.0,3.4483510689100196,55.0,True
2_39_131_30_2019-08-29 21:00:37.976415,244,1593.2681771161974,0.0,0.0,0.0,False
2_39_131_30_2019-08-30 02:07:21.139588,209,716.678254037221,3.0,3.212280834111422,67.0,True
2_39_131_30_2019-08-30 16:03:50.364288,132,774.2731123366013,0.0,0.0,0.0,False
2_39_131_30_2019-08-30 22:48:21.274924,105,550.551475490196,2.0,1.1061945996732028,14.0,True
2_39_131_30_2019-08-31 16:33:47.715557,271,1800.0501753417334,0.0,0.0,0.0,False
2_39_131_30_2019-10-01 15:51:26.589469,31,41.02159861111111,1.0,0.24499131944444444,25.0,True
2_39_131_30_2019-10-02 01:39:00.552241,149,526.6436443977591,3.0,2.132614889705882,77.0,True
2_39_131_30_2019-10-02 15:41:04.298217,80,270.5801333333333,3.0,1.154419583333333,21.0,True
2_39_131_30_2019-10-03 00:59:53.426331,32,54.378029166666664,0.0,0.0,0.0,False
2_39_131_30_2019-10-04 15:42:54.940382,162,553.0430947924624,4.0,3.097521874999999,90.0,True
2_39_131_30_2019-10-05 17:06:08.053937,72,239.17317432126697,2.0,1.4395603799019607,29.0,True
2_39_131_30_2019-10-05 21:09:40.240190,32,53.16262916666666,0.0,0.0,0.0,False
2_39_131_30_2019-10-07 15:37:08.977824,225,756.4972419117647,5.0,4.466606801470588,90.0,True
2_39_131_30_2019-10-08 01:25:37.874213,106,611.2822553921568,2.0,1.1014692810457518,14.0,True
2_39_131_30_2019-10-08 04:14:46.856983,253,897.6540084033613,2.0,0.9383579166666665,25.0,True
2_39_131_30_2019-10-08 15:46:29.207436,32,47.739780065359476,0.0,0.0,0.0,False
2_39_131_30_2019-10-09 00:44:02.068484,221,763.0074127576672,2.0,0.8577381176081542,31.0,True
2_39_131_30_2019-10-10 01:12:18.813538,281,969.4858658496732,6.0,3.938811165577341,49.0,True
2_39_131_30_2019-10-11 04:07:17.088781,29,82.143275,1.0,0.31907625000000006,8.0,True
2_39_131_30_2019-10-11 06:04:54.718665,14,58.924791666666664,0.0,0.0,0.0,False
2_39_131_30_2019-10-11 06:38:13.020209,426,2829.7336638888887,1.0,0.7390104861111111,16.0,True
2_39_131_30_2019-10-12 16:02:39.832849,119,391.23943333333335,4.0,2.061502569444444,44.0,True
2_39_131_30_2019-10-13 00:00:40.426854,45,144.90572916666667,1.0,0.431921111111111,18.0,True
2_39_131_30_2019-10-13 19:19:14.569573,31,55.85075378787879,0.0,0.0,0.0,False
2_39_131_30_2019-10-15 01:22:40.727998,47,233.48817916666667,1.0,0.8532543055555557,18.0,True
2_39_131_30_2019-10-17 00:59:40.012246,277,955.7085960784314,7.0,3.6343840849673197,34.0,True
2_39_131_30_2019-10-18 00:52:05.602633,70,444.9679454248366,0.0,0.0,0.0,False
2_39_131_30_2019-10-19 16:30:39.904810,134,470.1470077614379,2.0,0.6644109027777778,19.0,True
2_39_131_30_2019-10-19 19:54:20.104419,58,194.12326856060605,0.0,0.0,0.0,False
2_39_131_30_2019-10-20 02:33:04.200400,143,492.6751789215686,4.0,1.1554727083333334,25.0,True
2_39_131_30_2019-10-21 15:31:33.664525,124,749.8303475828051,0.0,0.0,0.0,False
2_39_131_30_2019-10-23 02:25:47.692878,56,335.55941666666666,0.0,0.0,0.0,False
2_39_131_30_2019-10-23 03:24:42.584830,78,525.983537254902,0.0,0.0,0.0,False
2_39_131_30_2019-10-24 01:37:51.160204,52,204.29345539215686,2.0,1.0454796527777779,16.0,True
2_39_131_30_2019-10-24 15:40:38.653774,170,813.1238721405228,2.0,1.5785484967320262,39.0,True
2_39_131_30_2019-10-26 17:11:17.451967,144,990.0559985888294,0.0,0.0,0.0,False
2_39_131_30_2019-10-26 21:29:16.882569,107,689.9631017156862,0.0,0.0,0.0,False
2_39_131_30_2019-10-28 00:51:49.998884,48,135.3412538730877,1.0,0.5697694818376068,9.0,True
2_39_131_30_2019-10-28 01:43:35.538933,444,3014.2669414215684,0.0,0.0,0.0,False
2_39_131_30_2019-10-29 01:59:31.573304,50,248.12766764705881,1.0,0.8610167892156861,20.0,True
2_39_131_30_2019-10-29 15:50:58.909066,92,297.6036575980392,1.0,0.2107336805555556,5.0,True
2_39_131_30_2019-10-30 00:53:17.691081,128,870.9644892156863,0.0,0.0,0.0,False
2_39_131_30_2019-10-30 03:21:11.795131,68,405.9485693627451,1.0,0.7925876225490195,14.0,True
2_39_131_30_2019-10-30 15:42:30.603972,91,291.2656597338936,0.0,0.0,0.0,False
2_39_131_30_2019-10-31 03:16:20.370622,403,2706.9384738413546,1.0,0.5224876388888888,16.0,True
2_39_131_30_2019-10-31 15:21:53.850924,84,282.5323041666667,4.0,1.4883309027777776,23.0,True
2_39_131_565_2018-11-05 18:12:24.635365,80,235.98538891068083,0.0,0.0,0.0,False
2_39_131_565_2018-11-07 17:11:16.112965,101,345.35317285067873,1.0,1.7185348905138975,55.0,True
2_39_131_565_2018-11-08 19:32:40.076087,51,295.56273455882354,1.0,0.19775902777777776,6.0,True
2_39_131_565_2018-11-13 17:48:19.727973,329,2167.868860894884,0.0,0.0,0.0,False
2_39_131_565_2018-11-15 20:02:19.023250,151,967.4082970084525,1.0,0.677084885620915,14.0,True
2_39_131_565_2018-11-26 18:55:16.344496,249,1171.6779633438457,1.0,0.4758412704248366,9.0,True
2_39_131_565_2018-11-27 19:37:53.891885,187,397.0395301640353,1.0,0.3108513194444445,8.0,True
2_39_131_565_2018-11-28 18:09:53.505974,107,665.9122555506585,1.0,0.7400654537823289,14.0,True
2_39_131_565_2018-11-30 16:34:31.919008,33,53.829866526610644,0.0,0.0,0.0,False
2_39_131_565_2019-04-24 21:57:34.820621,32,53.5078,0.0,0.0,0.0,False
2_39_131_565_2019-08-15 16:19:05.532124,30,49.64338384238311,0.0,0.0,0.0,False
2_39_131_565_2019-10-23 20:48:30.440132,102,661.1523462184874,0.0,0.0,0.0,False
2_39_138_29_2018-11-02 15:29:11.215072,118,480.21993665290677,0.0,0.0,0.0,False
2_39_138_29_2018-11-03 19:44:15.879103,31,56.248846167557936,0.0,0.0,0.0,False
2_39_138_29_2018-11-04 17:49:37.267054,32,52.713929656862746,0.0,0.0,0.0,False
2_39_138_29_2018-11-06 16:26:25.166461,143,650.3761630684675,3.0,1.4877423256563698,31.0,True
2_39_138_29_2018-11-07 02:25:56.145021,57,180.4306856442577,0.0,0.0,0.0,False
2_39_138_29_2018-11-07 16:25:26.626963,101,399.3048963591147,1.0,1.3068061134453786,39.0,True
2_39_138_29_2018-11-08 03:02:59.003644,151,1039.1359885620914,0.0,0.0,0.0,False
2_39_138_29_2018-11-08 16:41:47.968540,105,405.1822262211902,2.0,1.344563827614379,41.0,True
2_39_138_29_2018-11-10 20:21:42.320581,83,543.7973627242125,0.0,0.0,0.0,False
2_39_138_29_2018-11-12 15:24:27.556027,258,1749.6067648163112,0.0,0.0,0.0,False
2_39_138_29_2018-11-14 14:00:43.195577,77,472.8664754110483,0.0,0.0,0.0,False
2_39_138_29_2018-11-15 16:27:26.891503,172,797.7934218020541,3.0,1.6058928145424842,47.0,True
2_39_138_29_2018-11-16 16:26:40.160120,110,413.44685190488474,2.0,1.5284425962475634,44.0,True
2_39_138_29_2018-11-17 22:10:34.016822,84,564.6902382703081,0.0,0.0,0.0,False
2_39_138_29_2018-11-18 19:13:26.097591,32,54.07057475490196,0.0,0.0,0.0,False
2_39_138_29_2018-11-18 20:38:56.895573,439,2578.374426285299,0.0,0.0,0.0,False
2_39_138_29_2018-11-19 16:42:51.010977,103,323.3728646991253,2.0,0.6397384585237604,11.0,True
2_39_138_29_2018-11-20 16:32:55.563671,190,875.3591571587339,3.0,2.612344434750621,37.0,True
2_39_138_29_2018-11-21 13:37:38.048606,32,55.54019471288515,0.0,0.0,0.0,False
2_39_138_29_2018-11-21 17:47:04.801204,109,696.8372402178618,0.0,0.0,0.0,False
2_39_138_29_2018-11-21 23:19:48.528590,162,1084.3070149012235,0.0,0.0,0.0,False
2_39_138_29_2018-11-24 19:41:22.356317,355,2385.3031661531277,0.0,0.0,0.0,False
2_39_138_29_2018-11-26 16:28:17.542204,137,574.5459724366319,1.0,2.018826120448179,41.0,True
2_39_138_29_2018-11-29 15:52:02.660996,23,148.51848092903828,0.0,0.0,0.0,False
2_39_138_29_2018-11-30 16:29:17.263359,168,767.6102014456131,3.0,1.6950861286181136,45.0,True
2_39_138_29_2019-03-01 02:51:42.729638,44,210.45605061182368,1.0,0.8350873173436042,18.0,True
2_39_138_29_2019-03-04 15:37:08.520932,283,1895.5414892132076,0.0,0.0,0.0,False
2_39_138_29_2019-03-05 16:42:09.961089,115,437.76176379060394,1.0,1.295702163609596,47.0,True
2_39_138_29_2019-03-06 21:25:26.683068,32,70.68077777777778,1.0,0.5466992810457517,17.0,True
2_39_138_29_2019-03-06 22:33:41.062016,27,53.570789938080495,2.0,0.8013669732542141,15.0,True
2_39_138_29_2019-03-07 16:29:08.949520,97,296.60461744378773,3.0,0.7993281303954329,16.0,True
2_39_138_29_2019-03-08 04:49:41.565567,106,619.6168952227382,0.0,0.0,0.0,False
2_39_138_29_2019-03-12 16:32:15.680179,95,612.126738092055,0.0,0.0,0.0,False
2_39_138_29_2019-03-14 01:30:30.304628,110,484.95228210784313,2.0,1.236303263888889,29.0,True
2_39_138_29_2019-03-15 15:38:56.613184,110,394.96198139164756,1.0,1.4108686204481795,50.0,True
2_39_138_29_2019-03-16 14:49:17.555703,77,475.8175083333333,0.0,0.0,0.0,False
2_39_138_29_2019-03-18 14:51:28.223930,92,294.22855708270487,3.0,0.8221766765873015,13.0,True
2_39_138_29_2019-03-18 21:18:32.566279,32,91.64884479949875,1.0,0.28061780492898913,7.0,True
2_39_138_29_2019-03-20 15:50:43.037886,138,454.316256442577,5.0,1.6954128455164117,30.0,True
2_39_138_29_2019-03-21 03:02:44.658341,73,456.7531447245565,0.0,0.0,0.0,False
2_39_138_29_2019-03-21 19:37:19.018859,159,872.2917997169496,1.0,0.611069658119658,8.0,True
2_39_138_29_2019-03-23 14:48:43.710663,108,629.7309583333333,1.0,0.6716994444444445,14.0,True
2_39_138_29_2019-03-28 00:55:32.658845,79,476.06685416666664,0.0,0.0,0.0,False
2_39_138_29_2019-03-31 23:35:22.093959,81,272.05279975490197,0.0,0.0,0.0,False
2_39_138_29_2019-04-03 02:08:04.704211,30,51.33130833333333,0.0,0.0,0.0,False
2_39_138_29_2019-04-03 23:38:16.153994,82,280.72351137955184,1.0,0.25316145833333337,5.0,True
2_39_138_29_2019-04-04 15:40:39.539708,68,203.02546715686276,1.0,0.4113473611111111,8.0,True
2_39_138_29_2019-04-05 23:22:31.098985,52,344.49511547619045,0.0,0.0,0.0,False
2_39_138_29_2019-04-06 14:55:40.764473,53,249.52983774509804,1.0,0.9426721364379084,23.0,True
2_39_138_29_2019-04-09 14:30:52.037149,65,212.6932171791444,0.0,0.0,0.0,False
2_39_138_29_2019-04-10 03:23:46.441500,79,475.4708644607843,0.0,0.0,0.0,False
2_39_138_29_2019-04-11 01:32:15.550750,125,594.0412837121212,2.0,1.26258125,30.0,True
2_39_138_29_2019-04-12 01:18:28.915767,85,531.8271676470588,0.0,0.0,0.0,False
2_39_138_29_2019-04-12 15:28:33.197315,106,400.7697281862745,2.0,1.5434234722222218,45.0,True
2_39_138_29_2019-04-13 14:29:46.498911,19,32.102138970588236,0.0,0.0,0.0,False
2_39_138_29_2019-04-15 15:37:30.032139,148,620.7871444677871,5.0,1.656612912581699,25.0,True
2_39_138_29_2019-04-16 01:14:48.910440,64,208.89929331232494,1.0,0.11519999999999998,5.0,True
2_39_138_29_2019-04-16 14:46:04.595018,39,95.61804114145659,1.0,0.41630497140522876,12.0,True
2_39_138_29_2019-04-18 02:15:11.203670,64,223.99756274509804,1.0,0.16383513888888887,8.0,True
2_39_138_29_2019-04-22 16:10:26.983549,73,238.47154166666667,2.0,0.5229879861111111,8.0,True
2_39_138_29_2019-04-23 19:41:04.720577,35,82.08123869047618,2.0,0.7333477777777777,15.0,True
2_39_138_29_2019-04-24 03:18:39.793776,103,714.808906127451,0.0,0.0,0.0,False
2_39_138_29_2019-04-25 15:48:46.930212,84,267.48296111111114,1.0,0.246874375,6.0,True
2_39_138_29_2019-04-26 14:51:11.307234,76,324.35197428086616,1.0,0.9340779125816994,23.0,True
2_39_138_29_2019-04-26 23:36:05.589532,20,32.51253012820513,1.0,0.6158957638888889,14.0,True
2_39_138_29_2019-04-27 01:15:59.475648,89,607.3729411764706,0.0,0.0,0.0,False
2_39_138_29_2019-04-28 01:41:05.225974,31,57.328427976190476,0.0,0.0,0.0,False
2_39_138_29_2019-04-29 15:32:19.269120,32,59.287881439393935,0.0,0.0,0.0,False
2_39_138_29_2019-05-01 01:18:34.430773,88,290.67129163165265,0.0,0.0,0.0,False
2_39_138_29_2019-05-02 15:55:35.116833,88,281.45315238095236,1.0,0.2785311805555556,7.0,True
2_39_138_29_2019-05-03 04:20:30.914594,73,239.61251719187675,0.0,0.0,0.0,False
2_39_138_29_2019-05-04 17:09:36.969474,76,477.4422583333333,0.0,0.0,0.0,False
2_39_138_29_2019-05-05 03:07:25.463972,273,952.2879833333334,7.0,1.8150241666666664,15.0,True
2_39_138_29_2019-05-07 01:39:17.643064,64,212.2456892857143,1.0,0.11299756944444445,5.0,True
2_39_138_29_2019-05-07 19:23:09.477836,43,120.31527019202417,2.0,0.9672601307189543,20.0,True
2_39_138_29_2019-05-08 00:09:11.603397,202,714.6813078431372,1.0,0.10219694444444444,5.0,True
2_39_138_29_2019-05-09 01:29:07.465368,84,353.94322850140054,2.0,1.2865124305555555,23.0,True
