sessionID,site,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,n_userInputs,kWhRequested_last,requestedDeparture_last,minutesAvailable_last,modifiedAt_last,kWhRequested_first
1_1_193_825_2018-12-07 15:26:49.262260,0001,"Fri, 07 Dec 2018 15:26:49 GMT","Fri, 07 Dec 2018 20:05:18 GMT","Fri, 07 Dec 2018 20:05:13 GMT",29.612,3,53.28,"Fri, 07 Dec 2018 20:23:49 GMT",297.0,"Fri, 07 Dec 2018 17:21:28 GMT",53.28
1_1_194_826_2018-12-07 14:25:34.037219,0001,"Fri, 07 Dec 2018 14:25:34 GMT","Fri, 07 Dec 2018 23:10:32 GMT","Fri, 07 Dec 2018 23:10:27 GMT",34.077,1,45.5,"Fri, 07 Dec 2018 22:44:34 GMT",499.0,"Fri, 07 Dec 2018 14:26:30 GMT",45.5
1_1_178_828_2018-12-07 14:09:14.478109,0001,"Fri, 07 Dec 2018 14:09:14 GMT","Sat, 08 Dec 2018 01:46:13 GMT","Fri, 07 Dec 2018 19:07:44 GMT",11.621,1,24.0,"Sat, 08 Dec 2018 00:15:14 GMT",606.0,"Fri, 07 Dec 2018 14:09:27 GMT",24.0
1_1_178_823_2018-12-07 13:46:43.259104,0001,"Fri, 07 Dec 2018 13:46:43 GMT","Fri, 07 Dec 2018 23:38:41 GMT","Fri, 07 Dec 2018 18:20:35 GMT",10.711,1,20.0,"Fri, 07 Dec 2018 23:26:43 GMT",580.0,"Fri, 07 Dec 2018 13:47:00 GMT",20.0
1_1_194_821_2018-12-07 06:53:51.341543,0001,"Fri, 07 Dec 2018 06:53:51 GMT","Fri, 07 Dec 2018 07:51:31 GMT","Fri, 07 Dec 2018 07:51:27 GMT",3.121,1,6.66,"Fri, 07 Dec 2018 07:38:51 GMT",45.0,"Fri, 07 Dec 2018 06:54:08 GMT",6.66
1_1_193_827_2018-12-07 01:13:25.202222,0001,"Fri, 07 Dec 2018 01:13:25 GMT","Fri, 07 Dec 2018 08:49:18 GMT","Fri, 07 Dec 2018 03:07:10 GMT",5.79,1,10.0,"Fri, 07 Dec 2018 04:27:25 GMT",194.0,"Fri, 07 Dec 2018 01:13:45 GMT",10.0
1_1_194_821_2018-12-07 00:24:38.868643,0001,"Fri, 07 Dec 2018 00:24:39 GMT","Fri, 07 Dec 2018 02:17:57 GMT","Fri, 07 Dec 2018 02:17:52 GMT",4.306,2,8.0,"Fri, 07 Dec 2018 02:05:39 GMT",101.0,"Fri, 07 Dec 2018 02:10:54 GMT",8.0
1_1_178_828_2018-12-07 00:20:26.825134,0001,"Fri, 07 Dec 2018 00:20:27 GMT","Fri, 07 Dec 2018 01:43:00 GMT","Fri, 07 Dec 2018 01:21:23 GMT",2.819,1,8.0,"Fri, 07 Dec 2018 01:34:27 GMT",74.0,"Fri, 07 Dec 2018 00:20:57 GMT",8.0
1_1_191_789_2018-12-06 23:58:41.011450,0001,"Thu, 06 Dec 2018 23:58:41 GMT","Fri, 07 Dec 2018 02:32:42 GMT","Fri, 07 Dec 2018 02:32:37 GMT",8.404,1,20.0,"Fri, 07 Dec 2018 01:40:41 GMT",102.0,"Thu, 06 Dec 2018 23:59:01 GMT",20.0
1_1_178_823_2018-12-06 23:42:49.648193,0001,"Thu, 06 Dec 2018 23:42:50 GMT","Fri, 07 Dec 2018 01:32:55 GMT","Fri, 07 Dec 2018 01:32:49 GMT",6.008,1,8.49,"Fri, 07 Dec 2018 02:11:50 GMT",149.0,"Thu, 06 Dec 2018 23:43:18 GMT",8.49
1_1_179_799_2018-12-06 22:48:00.557940,0001,"Thu, 06 Dec 2018 22:48:01 GMT","Fri, 07 Dec 2018 01:00:37 GMT","Fri, 07 Dec 2018 01:00:32 GMT",13.606,4,24.0,"Fri, 07 Dec 2018 00:11:01 GMT",83.0,"Fri, 07 Dec 2018 00:17:09 GMT",20.0
1_1_193_819_2018-12-06 21:08:25.756249,0001,"Thu, 06 Dec 2018 21:08:26 GMT","Fri, 07 Dec 2018 01:54:27 GMT","Fri, 07 Dec 2018 01:54:19 GMT",28.596,1,31.46,"Fri, 07 Dec 2018 01:57:26 GMT",289.0,"Thu, 06 Dec 2018 21:09:12 GMT",31.46
1_1_179_810_2018-12-06 20:36:52.193028,0001,"Thu, 06 Dec 2018 20:36:52 GMT","Thu, 06 Dec 2018 23:59:21 GMT","Thu, 06 Dec 2018 23:59:17 GMT",10.975,2,16.65,"Thu, 06 Dec 2018 23:39:52 GMT",183.0,"Thu, 06 Dec 2018 20:43:19 GMT",16.65
1_1_193_829_2018-12-06 20:34:21.614808,0001,"Thu, 06 Dec 2018 20:34:22 GMT","Thu, 06 Dec 2018 23:03:55 GMT","Thu, 06 Dec 2018 23:03:50 GMT",12.355,1,40.04,"Fri, 07 Dec 2018 01:04:22 GMT",270.0,"Thu, 06 Dec 2018 20:35:41 GMT",40.04
1_1_193_816_2018-12-06 20:26:24.100143,0001,"Thu, 06 Dec 2018 20:26:24 GMT","Fri, 07 Dec 2018 00:04:59 GMT","Fri, 07 Dec 2018 00:04:54 GMT",7.649,1,8.0,"Thu, 06 Dec 2018 23:48:24 GMT",202.0,"Thu, 06 Dec 2018 20:27:53 GMT",8.0
1_1_191_778_2018-12-06 19:46:27.289965,0001,"Thu, 06 Dec 2018 19:46:27 GMT","Fri, 07 Dec 2018 01:04:20 GMT","Thu, 06 Dec 2018 20:53:30 GMT",2.011,1,5.56,"Fri, 07 Dec 2018 01:00:27 GMT",314.0,"Thu, 06 Dec 2018 19:46:28 GMT",5.56
1_1_191_784_2018-12-06 16:30:47.621173,0001,"Thu, 06 Dec 2018 16:30:48 GMT","Thu, 06 Dec 2018 23:58:51 GMT","Thu, 06 Dec 2018 21:26:44 GMT",30.512,1,45.04,"Thu, 06 Dec 2018 20:46:48 GMT",256.0,"Thu, 06 Dec 2018 16:32:06 GMT",45.04
1_1_191_811_2018-12-06 16:29:34.778417,0001,"Thu, 06 Dec 2018 16:29:35 GMT","Fri, 07 Dec 2018 01:48:10 GMT","Thu, 06 Dec 2018 23:15:47 GMT",15.139,10,20.0,"Thu, 06 Dec 2018 23:55:35 GMT",446.0,"Thu, 06 Dec 2018 22:02:53 GMT",7.5
1_1_191_805_2018-12-06 16:23:40.151117,0001,"Thu, 06 Dec 2018 16:23:40 GMT","Fri, 07 Dec 2018 02:35:32 GMT","Thu, 06 Dec 2018 20:24:26 GMT",6.124,1,9.0,"Fri, 07 Dec 2018 01:31:40 GMT",548.0,"Thu, 06 Dec 2018 16:24:39 GMT",9.0
1_1_179_801_2018-12-06 16:22:47.645976,0001,"Thu, 06 Dec 2018 16:22:48 GMT","Fri, 07 Dec 2018 02:59:45 GMT","Thu, 06 Dec 2018 23:16:45 GMT",43.363,1,50.0,"Fri, 07 Dec 2018 04:22:48 GMT",720.0,"Thu, 06 Dec 2018 16:22:52 GMT",50.0
1_1_191_812_2018-12-06 16:20:47.045972,0001,"Thu, 06 Dec 2018 16:20:47 GMT","Fri, 07 Dec 2018 01:40:38 GMT","Fri, 07 Dec 2018 01:40:17 GMT",50.845,1,57.0,"Fri, 07 Dec 2018 00:02:47 GMT",462.0,"Thu, 06 Dec 2018 16:21:07 GMT",57.0
1_1_191_792_2018-12-06 16:20:22.644391,0001,"Thu, 06 Dec 2018 16:20:23 GMT","Fri, 07 Dec 2018 01:05:36 GMT","Thu, 06 Dec 2018 19:33:59 GMT",8.476,1,12.0,"Thu, 06 Dec 2018 21:02:23 GMT",282.0,"Thu, 06 Dec 2018 16:21:13 GMT",12.0
1_1_191_793_2018-12-06 16:16:53.226078,0001,"Thu, 06 Dec 2018 16:16:53 GMT","Thu, 06 Dec 2018 23:20:03 GMT","Thu, 06 Dec 2018 20:54:14 GMT",26.772,1,30.69,"Thu, 06 Dec 2018 19:33:53 GMT",197.0,"Thu, 06 Dec 2018 16:18:40 GMT",30.69
1_1_191_806_2018-12-06 16:14:24.273844,0001,"Thu, 06 Dec 2018 16:14:24 GMT","Fri, 07 Dec 2018 02:17:47 GMT","Thu, 06 Dec 2018 19:53:50 GMT",6.281,1,10.0,"Fri, 07 Dec 2018 01:34:24 GMT",560.0,"Thu, 06 Dec 2018 16:14:34 GMT",10.0
1_1_191_807_2018-12-06 16:09:09.902580,0001,"Thu, 06 Dec 2018 16:09:10 GMT","Fri, 07 Dec 2018 02:09:59 GMT","Thu, 06 Dec 2018 22:40:47 GMT",7.437,1,7.5,"Fri, 07 Dec 2018 00:15:10 GMT",486.0,"Thu, 06 Dec 2018 16:11:28 GMT",7.5
1_1_191_780_2018-12-06 16:09:05.746849,0001,"Thu, 06 Dec 2018 16:09:06 GMT","Fri, 07 Dec 2018 02:00:39 GMT","Fri, 07 Dec 2018 02:00:35 GMT",31.123,3,90.0,"Fri, 07 Dec 2018 13:41:06 GMT",1292.0,"Fri, 07 Dec 2018 01:41:21 GMT",90.0
1_1_179_777_2018-12-06 16:08:03.383173,0001,"Thu, 06 Dec 2018 16:08:03 GMT","Fri, 07 Dec 2018 01:49:58 GMT","Thu, 06 Dec 2018 19:33:37 GMT",12.472,1,17.52,"Fri, 07 Dec 2018 01:02:03 GMT",534.0,"Thu, 06 Dec 2018 16:09:12 GMT",17.52
1_1_179_813_2018-12-06 16:06:24.091767,0001,"Thu, 06 Dec 2018 16:06:24 GMT","Fri, 07 Dec 2018 00:48:56 GMT","Fri, 07 Dec 2018 00:44:12 GMT",53.325,3,57.6,"Fri, 07 Dec 2018 07:41:24 GMT",935.0,"Thu, 06 Dec 2018 22:56:42 GMT",43.2
1_1_179_779_2018-12-06 16:05:38.870187,0001,"Thu, 06 Dec 2018 16:05:39 GMT","Fri, 07 Dec 2018 00:50:25 GMT","Thu, 06 Dec 2018 20:44:38 GMT",28.574,1,40.0,"Fri, 07 Dec 2018 02:27:39 GMT",622.0,"Thu, 06 Dec 2018 16:05:46 GMT",40.0
1_1_179_809_2018-12-06 16:02:56.625427,0001,"Thu, 06 Dec 2018 16:02:57 GMT","Fri, 07 Dec 2018 00:53:18 GMT","Thu, 06 Dec 2018 17:09:47 GMT",3.029,1,10.0,"Thu, 06 Dec 2018 18:35:57 GMT",153.0,"Thu, 06 Dec 2018 16:05:03 GMT",10.0
1_1_191_808_2018-12-06 16:00:17.128665,0001,"Thu, 06 Dec 2018 16:00:17 GMT","Fri, 07 Dec 2018 00:59:01 GMT","Thu, 06 Dec 2018 18:45:10 GMT",6.957,1,16.0,"Thu, 06 Dec 2018 23:43:17 GMT",463.0,"Thu, 06 Dec 2018 16:00:17 GMT",16.0
1_1_191_782_2018-12-06 15:55:38.090445,0001,"Thu, 06 Dec 2018 15:55:38 GMT","Fri, 07 Dec 2018 01:34:00 GMT","Thu, 06 Dec 2018 20:04:25 GMT",24.814,1,75.2,"Fri, 07 Dec 2018 03:52:38 GMT",717.0,"Thu, 06 Dec 2018 15:55:51 GMT",75.2
1_1_179_783_2018-12-06 15:53:01.910000,0001,"Thu, 06 Dec 2018 15:53:02 GMT","Fri, 07 Dec 2018 02:13:56 GMT","Thu, 06 Dec 2018 16:42:15 GMT",1.352,1,16.0,"Fri, 07 Dec 2018 03:02:02 GMT",669.0,"Thu, 06 Dec 2018 15:53:26 GMT",16.0
1_1_179_790_2018-12-06 15:52:20.287760,0001,"Thu, 06 Dec 2018 15:52:20 GMT","Fri, 07 Dec 2018 00:00:27 GMT","Fri, 07 Dec 2018 00:00:19 GMT",24.126,1,50.0,"Thu, 06 Dec 2018 20:45:20 GMT",293.0,"Thu, 06 Dec 2018 15:52:45 GMT",50.0
1_1_193_816_2018-12-06 15:50:09.530348,0001,"Thu, 06 Dec 2018 15:50:10 GMT","Thu, 06 Dec 2018 20:00:08 GMT","Thu, 06 Dec 2018 20:00:03 GMT",11.351,3,20.0,"Thu, 06 Dec 2018 19:43:10 GMT",233.0,"Thu, 06 Dec 2018 16:03:31 GMT",20.0
1_1_179_791_2018-12-06 15:48:45.248445,0001,"Thu, 06 Dec 2018 15:48:45 GMT","Fri, 07 Dec 2018 01:14:15 GMT","Fri, 07 Dec 2018 01:14:10 GMT",26.028,1,44.1,"Thu, 06 Dec 2018 21:42:45 GMT",354.0,"Thu, 06 Dec 2018 15:48:47 GMT",44.1
1_1_179_794_2018-12-06 15:46:14.377842,0001,"Thu, 06 Dec 2018 15:46:14 GMT","Fri, 07 Dec 2018 00:43:02 GMT","Thu, 06 Dec 2018 18:59:43 GMT",5.846,1,6.66,"Fri, 07 Dec 2018 00:03:14 GMT",497.0,"Thu, 06 Dec 2018 15:46:21 GMT",6.66
1_1_178_824_2018-12-06 15:33:17.033584,0001,"Thu, 06 Dec 2018 15:33:17 GMT","Fri, 07 Dec 2018 01:02:47 GMT","Thu, 06 Dec 2018 19:53:50 GMT",10.568,2,14.92,"Fri, 07 Dec 2018 00:00:17 GMT",507.0,"Thu, 06 Dec 2018 18:58:20 GMT",14.92
1_1_191_785_2018-12-06 15:30:54.833575,0001,"Thu, 06 Dec 2018 15:30:55 GMT","Fri, 07 Dec 2018 01:51:06 GMT","Thu, 06 Dec 2018 17:27:23 GMT",10.051,1,40.0,"Fri, 07 Dec 2018 00:50:55 GMT",560.0,"Thu, 06 Dec 2018 15:31:12 GMT",40.0
1_1_179_788_2018-12-06 15:30:18.102516,0001,"Thu, 06 Dec 2018 15:30:18 GMT","Fri, 07 Dec 2018 01:19:07 GMT","Thu, 06 Dec 2018 19:09:20 GMT",11.699,1,20.0,"Fri, 07 Dec 2018 00:28:18 GMT",538.0,"Thu, 06 Dec 2018 15:31:26 GMT",20.0
1_1_179_800_2018-12-06 15:29:09.688819,0001,"Thu, 06 Dec 2018 15:29:10 GMT","Fri, 07 Dec 2018 00:01:35 GMT","Thu, 06 Dec 2018 16:55:51 GMT",3.09,1,4.0,"Thu, 06 Dec 2018 19:31:10 GMT",242.0,"Thu, 06 Dec 2018 15:29:37 GMT",4.0
1_1_179_798_2018-12-06 15:26:06.343680,0001,"Thu, 06 Dec 2018 15:26:06 GMT","Fri, 07 Dec 2018 00:29:20 GMT","Thu, 06 Dec 2018 20:20:32 GMT",15.767,1,20.0,"Thu, 06 Dec 2018 22:16:06 GMT",410.0,"Thu, 06 Dec 2018 15:26:20 GMT",20.0
1_1_179_781_2018-12-06 15:22:18.216737,0001,"Thu, 06 Dec 2018 15:22:18 GMT","Fri, 07 Dec 2018 01:46:30 GMT","Thu, 06 Dec 2018 20:13:19 GMT",14.877,1,16.0,"Thu, 06 Dec 2018 23:42:18 GMT",500.0,"Thu, 06 Dec 2018 15:22:34 GMT",16.0
1_1_191_803_2018-12-06 15:17:44.615532,0001,"Thu, 06 Dec 2018 15:17:45 GMT","Fri, 07 Dec 2018 01:34:08 GMT","Thu, 06 Dec 2018 20:00:44 GMT",15.803,1,17.28,"Fri, 07 Dec 2018 00:45:45 GMT",568.0,"Thu, 06 Dec 2018 15:18:09 GMT",17.28
1_1_179_796_2018-12-06 15:16:13.284703,0001,"Thu, 06 Dec 2018 15:16:13 GMT","Fri, 07 Dec 2018 00:24:22 GMT","Thu, 06 Dec 2018 19:52:43 GMT",28.87,10,39.45,"Thu, 06 Dec 2018 22:14:13 GMT",418.0,"Thu, 06 Dec 2018 15:21:43 GMT",39.45
1_1_191_802_2018-12-06 15:13:39.354279,0001,"Thu, 06 Dec 2018 15:13:39 GMT","Fri, 07 Dec 2018 00:55:42 GMT","Thu, 06 Dec 2018 17:43:47 GMT",10.643,2,16.0,"Thu, 06 Dec 2018 18:12:39 GMT",179.0,"Thu, 06 Dec 2018 15:16:07 GMT",12.0
1_1_191_795_2018-12-06 15:10:33.945018,0001,"Thu, 06 Dec 2018 15:10:34 GMT","Fri, 07 Dec 2018 00:42:21 GMT","Thu, 06 Dec 2018 18:10:43 GMT",10.378,1,28.55,"Fri, 07 Dec 2018 00:50:34 GMT",580.0,"Thu, 06 Dec 2018 15:10:54 GMT",28.55
1_1_194_822_2018-12-06 15:06:51.115831,0001,"Thu, 06 Dec 2018 15:06:51 GMT","Fri, 07 Dec 2018 02:28:16 GMT","Fri, 07 Dec 2018 01:40:46 GMT",13.018,1,26.64,"Thu, 06 Dec 2018 22:13:51 GMT",427.0,"Thu, 06 Dec 2018 15:07:22 GMT",26.64
1_1_179_815_2018-12-06 15:02:20.799000,0001,"Thu, 06 Dec 2018 15:02:21 GMT","Thu, 06 Dec 2018 23:34:54 GMT","Thu, 06 Dec 2018 18:43:32 GMT",7.967,1,12.0,"Thu, 06 Dec 2018 20:00:21 GMT",298.0,"Thu, 06 Dec 2018 15:02:28 GMT",12.0
1_1_193_829_2018-12-06 15:01:54.253886,0001,"Thu, 06 Dec 2018 15:01:54 GMT","Thu, 06 Dec 2018 20:16:12 GMT","Thu, 06 Dec 2018 18:56:31 GMT",11.688,1,15.2,"Thu, 06 Dec 2018 18:20:54 GMT",199.0,"Thu, 06 Dec 2018 15:02:20 GMT",15.2
1_1_179_797_2018-12-06 15:01:40.706621,0001,"Thu, 06 Dec 2018 15:01:41 GMT","Thu, 06 Dec 2018 23:55:11 GMT","Thu, 06 Dec 2018 23:32:07 GMT",8.4,1,13.9,"Thu, 06 Dec 2018 23:43:41 GMT",522.0,"Thu, 06 Dec 2018 15:02:03 GMT",13.9
1_1_178_817_2018-12-06 15:01:24.583401,0001,"Thu, 06 Dec 2018 15:01:25 GMT","Fri, 07 Dec 2018 00:39:54 GMT","Thu, 06 Dec 2018 17:40:36 GMT",13.215,1,28.0,"Thu, 06 Dec 2018 22:25:25 GMT",444.0,"Thu, 06 Dec 2018 15:01:56 GMT",28.0
1_1_194_818_2018-12-06 14:59:47.174373,0001,"Thu, 06 Dec 2018 14:59:47 GMT","Thu, 06 Dec 2018 23:34:11 GMT","Thu, 06 Dec 2018 22:33:17 GMT",17.906,1,23.31,"Thu, 06 Dec 2018 23:16:47 GMT",497.0,"Thu, 06 Dec 2018 14:59:53 GMT",23.31
1_1_193_825_2018-12-06 14:55:38.084565,0001,"Thu, 06 Dec 2018 14:55:38 GMT","Thu, 06 Dec 2018 23:47:02 GMT","Thu, 06 Dec 2018 20:16:16 GMT",15.956,1,16.65,"Thu, 06 Dec 2018 23:32:38 GMT",517.0,"Thu, 06 Dec 2018 14:57:36 GMT",16.65
1_1_179_787_2018-12-06 14:52:59.016023,0001,"Thu, 06 Dec 2018 14:52:59 GMT","Thu, 06 Dec 2018 23:51:32 GMT","Thu, 06 Dec 2018 18:29:19 GMT",8.567,2,18.0,"Thu, 06 Dec 2018 19:53:59 GMT",301.0,"Thu, 06 Dec 2018 14:53:17 GMT",18.0
1_1_194_821_2018-12-06 14:32:45.561762,0001,"Thu, 06 Dec 2018 14:32:46 GMT","Thu, 06 Dec 2018 23:00:51 GMT","Thu, 06 Dec 2018 18:59:40 GMT",12.449,1,18.78,"Thu, 06 Dec 2018 19:55:46 GMT",323.0,"Thu, 06 Dec 2018 14:33:05 GMT",18.78
1_1_193_827_2018-12-06 14:31:36.902919,0001,"Thu, 06 Dec 2018 14:31:37 GMT","Fri, 07 Dec 2018 00:09:19 GMT","Thu, 06 Dec 2018 20:36:15 GMT",11.886,1,18.0,"Fri, 07 Dec 2018 00:37:37 GMT",606.0,"Thu, 06 Dec 2018 14:31:40 GMT",18.0
1_1_179_799_2018-12-06 14:25:42.011959,0001,"Thu, 06 Dec 2018 14:25:42 GMT","Thu, 06 Dec 2018 22:28:26 GMT","Thu, 06 Dec 2018 16:15:30 GMT",5.59,1,10.0,"Thu, 06 Dec 2018 17:08:42 GMT",163.0,"Thu, 06 Dec 2018 14:25:53 GMT",10.0
1_1_193_820_2018-12-06 14:14:48.098207,0001,"Thu, 06 Dec 2018 14:14:48 GMT","Fri, 07 Dec 2018 00:30:40 GMT","Thu, 06 Dec 2018 18:31:35 GMT",10.581,1,16.0,"Thu, 06 Dec 2018 23:07:48 GMT",533.0,"Thu, 06 Dec 2018 14:15:08 GMT",16.0
1_1_193_819_2018-12-06 14:13:40.209047,0001,"Thu, 06 Dec 2018 14:13:40 GMT","Thu, 06 Dec 2018 20:53:15 GMT","Thu, 06 Dec 2018 20:45:33 GMT",13.622,1,20.0,"Thu, 06 Dec 2018 21:43:40 GMT",450.0,"Thu, 06 Dec 2018 14:13:57 GMT",20.0
1_1_191_789_2018-12-06 13:54:34.482156,0001,"Thu, 06 Dec 2018 13:54:34 GMT","Thu, 06 Dec 2018 23:33:16 GMT","Thu, 06 Dec 2018 16:09:20 GMT",5.881,1,7.0,"Fri, 07 Dec 2018 00:58:34 GMT",664.0,"Thu, 06 Dec 2018 13:54:44 GMT",7.0
1_1_178_823_2018-12-06 13:47:39.205447,0001,"Thu, 06 Dec 2018 13:47:39 GMT","Thu, 06 Dec 2018 23:34:57 GMT","Thu, 06 Dec 2018 19:55:38 GMT",12.145,1,20.0,"Thu, 06 Dec 2018 23:27:39 GMT",580.0,"Thu, 06 Dec 2018 13:47:45 GMT",20.0
1_1_194_826_2018-12-06 13:41:54.060152,0001,"Thu, 06 Dec 2018 13:41:54 GMT","Fri, 07 Dec 2018 00:59:06 GMT","Thu, 06 Dec 2018 21:14:29 GMT",34.572,3,58.5,"Thu, 06 Dec 2018 21:13:54 GMT",452.0,"Thu, 06 Dec 2018 23:22:08 GMT",48.75
1_1_178_828_2018-12-06 13:15:19.381895,0001,"Thu, 06 Dec 2018 13:15:19 GMT","Thu, 06 Dec 2018 23:30:48 GMT","Thu, 06 Dec 2018 17:11:49 GMT",11.8,1,24.0,"Thu, 06 Dec 2018 16:37:19 GMT",202.0,"Thu, 06 Dec 2018 13:15:40 GMT",24.0
1_1_193_827_2018-12-06 02:04:43.682660,0001,"Thu, 06 Dec 2018 02:04:44 GMT","Thu, 06 Dec 2018 05:29:51 GMT","Thu, 06 Dec 2018 04:32:33 GMT",6.404,2,25.02,"Thu, 06 Dec 2018 03:29:44 GMT",85.0,"Thu, 06 Dec 2018 02:05:46 GMT",19.46
1_1_178_824_2018-12-06 01:31:25.786603,0001,"Thu, 06 Dec 2018 01:31:26 GMT","Thu, 06 Dec 2018 03:39:26 GMT","Thu, 06 Dec 2018 03:39:21 GMT",13.188,3,30.0,"Thu, 06 Dec 2018 04:03:26 GMT",152.0,"Thu, 06 Dec 2018 01:32:57 GMT",30.0
1_1_178_817_2018-12-05 23:55:11.263005,0001,"Wed, 05 Dec 2018 23:55:11 GMT","Thu, 06 Dec 2018 01:57:01 GMT","Thu, 06 Dec 2018 01:26:20 GMT",8.7,1,21.84,"Thu, 06 Dec 2018 03:59:11 GMT",244.0,"Wed, 05 Dec 2018 23:55:32 GMT",21.84
1_1_193_827_2018-12-05 23:42:35.989611,0001,"Wed, 05 Dec 2018 23:42:36 GMT","Thu, 06 Dec 2018 01:16:51 GMT","Thu, 06 Dec 2018 01:16:42 GMT",6.135,1,25.74,"Thu, 06 Dec 2018 02:05:36 GMT",143.0,"Wed, 05 Dec 2018 23:42:58 GMT",25.74
1_1_178_823_2018-12-05 23:39:01.825409,0001,"Wed, 05 Dec 2018 23:39:02 GMT","Thu, 06 Dec 2018 01:52:37 GMT","Thu, 06 Dec 2018 01:52:32 GMT",6.326,6,16.0,"Thu, 06 Dec 2018 01:09:02 GMT",90.0,"Thu, 06 Dec 2018 00:16:21 GMT",20.0
1_1_178_828_2018-12-05 23:37:37.704376,0001,"Wed, 05 Dec 2018 23:37:38 GMT","Thu, 06 Dec 2018 02:50:48 GMT","Thu, 06 Dec 2018 02:50:43 GMT",19.165,1,60.06,"Thu, 06 Dec 2018 03:26:38 GMT",229.0,"Wed, 05 Dec 2018 23:37:51 GMT",60.06
1_1_193_819_2018-12-05 23:28:08.178856,0001,"Wed, 05 Dec 2018 23:28:08 GMT","Thu, 06 Dec 2018 02:25:20 GMT","Thu, 06 Dec 2018 02:25:12 GMT",17.665,2,28.44,"Thu, 06 Dec 2018 06:27:08 GMT",419.0,"Wed, 05 Dec 2018 23:29:02 GMT",37.92
1_1_191_782_2018-12-05 22:02:58.918344,0001,"Wed, 05 Dec 2018 22:02:59 GMT","Thu, 06 Dec 2018 00:50:12 GMT","Thu, 06 Dec 2018 00:05:41 GMT",6.286,1,7.5,"Thu, 06 Dec 2018 00:29:59 GMT",147.0,"Wed, 05 Dec 2018 22:04:10 GMT",7.5
1_1_191_808_2018-12-05 20:51:09.379973,0001,"Wed, 05 Dec 2018 20:51:09 GMT","Wed, 05 Dec 2018 22:25:44 GMT","Wed, 05 Dec 2018 22:25:39 GMT",9.204,4,20.0,"Thu, 06 Dec 2018 00:27:09 GMT",216.0,"Wed, 05 Dec 2018 20:52:46 GMT",20.0
1_1_191_805_2018-12-05 20:47:10.949247,0001,"Wed, 05 Dec 2018 20:47:11 GMT","Thu, 06 Dec 2018 01:29:12 GMT","Wed, 05 Dec 2018 21:28:25 GMT",3.128,1,6.0,"Thu, 06 Dec 2018 00:53:11 GMT",246.0,"Wed, 05 Dec 2018 20:52:00 GMT",6.0
1_1_179_788_2018-12-05 20:14:01.664859,0001,"Wed, 05 Dec 2018 20:14:02 GMT","Thu, 06 Dec 2018 07:02:52 GMT","Wed, 05 Dec 2018 22:21:34 GMT",6.223,1,9.99,"Wed, 05 Dec 2018 21:55:02 GMT",101.0,"Wed, 05 Dec 2018 20:14:24 GMT",9.99
1_1_178_824_2018-12-05 20:00:40.438268,0001,"Wed, 05 Dec 2018 20:00:40 GMT","Thu, 06 Dec 2018 01:24:36 GMT","Wed, 05 Dec 2018 23:13:10 GMT",7.607,2,15.0,"Thu, 06 Dec 2018 00:59:40 GMT",299.0,"Wed, 05 Dec 2018 22:40:51 GMT",15.0
1_1_191_793_2018-12-05 19:54:21.205650,0001,"Wed, 05 Dec 2018 19:54:21 GMT","Thu, 06 Dec 2018 01:40:48 GMT","Thu, 06 Dec 2018 01:41:47 GMT",14.032,8,5.66,"Thu, 06 Dec 2018 03:59:21 GMT",485.0,"Thu, 06 Dec 2018 00:16:46 GMT",18.75
1_1_179_798_2018-12-05 19:45:20.263481,0001,"Wed, 05 Dec 2018 19:45:20 GMT","Thu, 06 Dec 2018 01:41:03 GMT","Wed, 05 Dec 2018 23:23:03 GMT",11.659,1,20.0,"Wed, 05 Dec 2018 23:04:20 GMT",199.0,"Wed, 05 Dec 2018 19:46:07 GMT",20.0
1_1_193_820_2018-12-05 18:58:59.594968,0001,"Wed, 05 Dec 2018 18:59:00 GMT","Wed, 05 Dec 2018 23:55:44 GMT","Wed, 05 Dec 2018 23:04:57 GMT",25.014,1,32.5,"Wed, 05 Dec 2018 23:04:00 GMT",245.0,"Wed, 05 Dec 2018 18:59:17 GMT",32.5
1_1_193_829_2018-12-05 18:50:09.040652,0001,"Wed, 05 Dec 2018 18:50:09 GMT","Thu, 06 Dec 2018 01:13:31 GMT","Wed, 05 Dec 2018 23:17:46 GMT",14.618,2,18.65,"Thu, 06 Dec 2018 01:00:09 GMT",370.0,"Wed, 05 Dec 2018 18:55:31 GMT",18.65
1_1_194_826_2018-12-05 16:07:50.474207,0001,"Wed, 05 Dec 2018 16:07:50 GMT","Thu, 06 Dec 2018 01:33:16 GMT","Wed, 05 Dec 2018 22:56:23 GMT",33.45,4,48.75,"Wed, 05 Dec 2018 23:46:50 GMT",459.0,"Wed, 05 Dec 2018 16:15:43 GMT",42.25
1_1_191_804_2018-12-05 15:58:05.912741,0001,"Wed, 05 Dec 2018 15:58:06 GMT","Thu, 06 Dec 2018 01:51:10 GMT","Wed, 05 Dec 2018 17:22:37 GMT",2.277,2,3.33,"Thu, 06 Dec 2018 00:39:06 GMT",521.0,"Wed, 05 Dec 2018 16:00:34 GMT",3.33
