sessionID,site,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,n_userInputs,kWhRequested_last,requestedDeparture_last,minutesAvailable_last,modifiedAt_last,kWhRequested_first
2_39_92_442_2019-10-28 16:12:25.702193,0002,"Mon, 28 Oct 2019 16:12:26 GMT","Tue, 29 Oct 2019 02:29:08 GMT","Tue, 29 Oct 2019 01:23:46 GMT",27.884,1,64.0,"Mon, 28 Oct 2019 17:12:26 GMT",60.0,"Mon, 28 Oct 2019 16:12:34 GMT",64.0
2_39_79_379_2019-10-28 16:07:57.008801,0002,"Mon, 28 Oct 2019 16:07:57 GMT","Mon, 28 Oct 2019 23:15:11 GMT","Mon, 28 Oct 2019 19:44:10 GMT",18.665,1,37.5,"Mon, 28 Oct 2019 23:23:57 GMT",436.0,"Mon, 28 Oct 2019 16:08:08 GMT",37.5
2_39_129_17_2019-10-28 15:56:25.548573,0002,"Mon, 28 Oct 2019 15:56:26 GMT","Tue, 29 Oct 2019 00:04:25 GMT","Mon, 28 Oct 2019 18:01:48 GMT",6.337,1,16.0,"Mon, 28 Oct 2019 23:09:26 GMT",433.0,"Mon, 28 Oct 2019 15:56:47 GMT",16.0
2_39_79_382_2019-10-28 15:55:36.715547,0002,"Mon, 28 Oct 2019 15:55:37 GMT","Mon, 28 Oct 2019 23:28:51 GMT","Mon, 28 Oct 2019 22:04:43 GMT",25.291,1,25.41,"Tue, 29 Oct 2019 00:59:37 GMT",544.0,"Mon, 28 Oct 2019 15:55:56 GMT",25.41
2_39_78_363_2019-10-28 15:53:04.033180,0002,"Mon, 28 Oct 2019 15:53:04 GMT","Mon, 28 Oct 2019 20:36:14 GMT","Mon, 28 Oct 2019 20:36:02 GMT",13.904,1,18.0,"Mon, 28 Oct 2019 22:02:04 GMT",369.0,"Mon, 28 Oct 2019 15:53:21 GMT",18.0
2_39_123_23_2019-10-28 15:51:44.502249,0002,"Mon, 28 Oct 2019 15:51:44 GMT","Tue, 29 Oct 2019 02:08:00 GMT","Mon, 28 Oct 2019 16:43:53 GMT",2.017,1,8.0,"Mon, 28 Oct 2019 16:27:44 GMT",36.0,"Mon, 28 Oct 2019 16:01:50 GMT",8.0
2_39_91_437_2019-10-28 15:49:01.565649,0002,"Mon, 28 Oct 2019 15:49:02 GMT","Mon, 28 Oct 2019 18:08:00 GMT","Mon, 28 Oct 2019 16:40:27 GMT",4.482,1,12.0,"Mon, 28 Oct 2019 17:44:02 GMT",115.0,"Mon, 28 Oct 2019 15:49:29 GMT",12.0
2_39_138_29_2019-10-28 15:47:38.583448,0002,"Mon, 28 Oct 2019 15:47:39 GMT","Tue, 29 Oct 2019 00:59:41 GMT","Mon, 28 Oct 2019 16:35:27 GMT",2.064,1,12.0,"Mon, 28 Oct 2019 19:49:39 GMT",242.0,"Mon, 28 Oct 2019 15:50:03 GMT",12.0
2_39_89_25_2019-10-28 15:40:51.021428,0002,"Mon, 28 Oct 2019 15:40:51 GMT","Tue, 29 Oct 2019 00:22:44 GMT","Mon, 28 Oct 2019 18:49:01 GMT",18.624,1,80.1,"Mon, 28 Oct 2019 21:58:51 GMT",378.0,"Mon, 28 Oct 2019 15:41:06 GMT",80.1
2_39_125_21_2019-10-28 15:30:20.022747,0002,"Mon, 28 Oct 2019 15:30:20 GMT","Tue, 29 Oct 2019 00:42:22 GMT","Mon, 28 Oct 2019 16:57:52 GMT",4.594,1,5.5,"Mon, 28 Oct 2019 18:43:20 GMT",193.0,"Mon, 28 Oct 2019 15:31:42 GMT",5.5
2_39_139_28_2019-10-28 15:09:59.979671,0002,"Mon, 28 Oct 2019 15:10:00 GMT","Tue, 29 Oct 2019 00:28:00 GMT","Mon, 28 Oct 2019 16:54:17 GMT",5.975,1,16.0,"Mon, 28 Oct 2019 18:58:00 GMT",228.0,"Mon, 28 Oct 2019 15:10:07 GMT",16.0
2_39_131_30_2019-10-28 01:43:35.538933,0002,"Mon, 28 Oct 2019 01:43:36 GMT","Mon, 28 Oct 2019 15:42:07 GMT","Mon, 28 Oct 2019 13:25:51 GMT",49.894,2,50.0,"Mon, 28 Oct 2019 09:42:36 GMT",479.0,"Mon, 28 Oct 2019 01:44:43 GMT",50.0
2_39_129_17_2019-10-28 01:40:10.531237,0002,"Mon, 28 Oct 2019 01:40:11 GMT","Mon, 28 Oct 2019 02:49:12 GMT","Mon, 28 Oct 2019 02:49:04 GMT",7.988,1,25.0,"Mon, 28 Oct 2019 05:59:11 GMT",259.0,"Mon, 28 Oct 2019 01:40:42 GMT",25.0
2_39_123_23_2019-10-28 01:18:04.536085,0002,"Mon, 28 Oct 2019 01:18:05 GMT","Mon, 28 Oct 2019 03:59:07 GMT","Mon, 28 Oct 2019 02:26:35 GMT",6.623,1,16.0,"Mon, 28 Oct 2019 03:22:05 GMT",124.0,"Mon, 28 Oct 2019 01:21:12 GMT",16.0
2_39_139_28_2019-10-28 01:10:26.512404,0002,"Mon, 28 Oct 2019 01:10:26 GMT","Mon, 28 Oct 2019 04:17:45 GMT","Mon, 28 Oct 2019 04:17:33 GMT",20.738,1,22.5,"Mon, 28 Oct 2019 04:33:26 GMT",203.0,"Mon, 28 Oct 2019 01:11:17 GMT",22.5
2_39_131_30_2019-10-28 00:51:49.998884,0002,"Mon, 28 Oct 2019 00:51:50 GMT","Mon, 28 Oct 2019 01:39:55 GMT","Mon, 28 Oct 2019 01:39:50 GMT",2.247,1,9.99,"Mon, 28 Oct 2019 02:35:50 GMT",104.0,"Mon, 28 Oct 2019 00:52:04 GMT",9.99
2_39_83_386_2019-10-28 00:15:07.028000,0002,"Mon, 28 Oct 2019 00:15:07 GMT","Mon, 28 Oct 2019 03:50:32 GMT","Mon, 28 Oct 2019 03:17:06 GMT",9.869,1,10.0,"Mon, 28 Oct 2019 04:24:07 GMT",249.0,"Mon, 28 Oct 2019 00:15:19 GMT",10.0
2_39_138_29_2019-10-27 19:26:40.510310,0002,"Sun, 27 Oct 2019 19:26:40 GMT","Mon, 28 Oct 2019 02:00:45 GMT","Mon, 28 Oct 2019 00:01:56 GMT",16.006,1,24.0,"Sun, 27 Oct 2019 23:14:40 GMT",228.0,"Sun, 27 Oct 2019 19:26:59 GMT",24.0
2_39_91_437_2019-10-27 18:15:17.595372,0002,"Sun, 27 Oct 2019 18:15:18 GMT","Mon, 28 Oct 2019 00:26:03 GMT","Sun, 27 Oct 2019 22:53:57 GMT",16.102,1,20.0,"Mon, 28 Oct 2019 00:21:18 GMT",366.0,"Sun, 27 Oct 2019 18:15:18 GMT",20.0
2_39_139_28_2019-10-27 18:11:56.219233,0002,"Sun, 27 Oct 2019 18:11:56 GMT","Sun, 27 Oct 2019 19:37:39 GMT","Sun, 27 Oct 2019 19:20:14 GMT",6.84,1,32.0,"Mon, 28 Oct 2019 01:19:56 GMT",428.0,"Sun, 27 Oct 2019 18:14:52 GMT",32.0
2_39_89_25_2019-10-27 15:34:44.633650,0002,"Sun, 27 Oct 2019 15:34:45 GMT","Sun, 27 Oct 2019 17:06:10 GMT","Sun, 27 Oct 2019 16:53:49 GMT",3.871,1,8.0,"Sun, 27 Oct 2019 16:39:45 GMT",65.0,"Sun, 27 Oct 2019 15:35:09 GMT",8.0
2_39_139_28_2019-10-27 15:12:49.851197,0002,"Sun, 27 Oct 2019 15:12:50 GMT","Sun, 27 Oct 2019 18:04:15 GMT","Sun, 27 Oct 2019 18:04:11 GMT",19.528,2,40.0,"Sun, 27 Oct 2019 19:17:50 GMT",245.0,"Sun, 27 Oct 2019 15:13:52 GMT",40.0
2_39_129_17_2019-10-27 01:39:11.561944,0002,"Sun, 27 Oct 2019 01:39:12 GMT","Sun, 27 Oct 2019 05:32:49 GMT","Sun, 27 Oct 2019 04:10:02 GMT",15.666,1,28.0,"Sun, 27 Oct 2019 04:29:12 GMT",170.0,"Sun, 27 Oct 2019 01:40:38 GMT",28.0
2_39_125_21_2019-10-26 21:49:53.198303,0002,"Sat, 26 Oct 2019 21:49:53 GMT","Sun, 27 Oct 2019 01:44:06 GMT","Sat, 26 Oct 2019 23:57:10 GMT",6.508,5,12.0,"Sun, 27 Oct 2019 04:19:53 GMT",390.0,"Sun, 27 Oct 2019 00:01:06 GMT",12.0
2_39_131_30_2019-10-26 21:29:16.882569,0002,"Sat, 26 Oct 2019 21:29:17 GMT","Sat, 26 Oct 2019 23:15:29 GMT","Sat, 26 Oct 2019 23:15:20 GMT",11.377,2,20.0,"Sun, 27 Oct 2019 00:35:17 GMT",186.0,"Sat, 26 Oct 2019 23:15:17 GMT",20.0
2_39_139_28_2019-10-26 21:00:59.812146,0002,"Sat, 26 Oct 2019 21:01:00 GMT","Sat, 26 Oct 2019 22:47:28 GMT","Sat, 26 Oct 2019 22:47:23 GMT",6.26,1,8.0,"Sat, 26 Oct 2019 22:01:00 GMT",60.0,"Sat, 26 Oct 2019 21:01:07 GMT",8.0
2_39_79_377_2019-10-26 20:51:32.535688,0002,"Sat, 26 Oct 2019 20:51:33 GMT","Sat, 26 Oct 2019 22:31:54 GMT","Sat, 26 Oct 2019 22:31:45 GMT",10.804,1,24.0,"Sun, 27 Oct 2019 04:06:33 GMT",435.0,"Sat, 26 Oct 2019 20:51:56 GMT",24.0
2_39_78_365_2019-10-26 19:04:20.575622,0002,"Sat, 26 Oct 2019 19:04:21 GMT","Sat, 26 Oct 2019 21:06:12 GMT","Sat, 26 Oct 2019 20:13:06 GMT",3.43,1,8.0,"Sat, 26 Oct 2019 20:04:21 GMT",60.0,"Sat, 26 Oct 2019 19:04:28 GMT",8.0
2_39_138_29_2019-10-26 17:37:30.882169,0002,"Sat, 26 Oct 2019 17:37:31 GMT","Sat, 26 Oct 2019 19:03:30 GMT","Sat, 26 Oct 2019 19:03:21 GMT",8.937,2,13.9,"Sat, 26 Oct 2019 19:46:31 GMT",129.0,"Sat, 26 Oct 2019 19:03:22 GMT",13.9
2_39_127_19_2019-10-26 17:20:41.289967,0002,"Sat, 26 Oct 2019 17:20:41 GMT","Sat, 26 Oct 2019 21:49:27 GMT","Sat, 26 Oct 2019 21:47:00 GMT",22.572,1,25.0,"Sat, 26 Oct 2019 21:39:41 GMT",259.0,"Sat, 26 Oct 2019 17:21:21 GMT",25.0
2_39_129_17_2019-10-26 17:16:48.647100,0002,"Sat, 26 Oct 2019 17:17:09 GMT","Sat, 26 Oct 2019 18:40:02 GMT","Sat, 26 Oct 2019 18:39:53 GMT",4.783,1,9.99,"Sat, 26 Oct 2019 19:01:09 GMT",104.0,"Sat, 26 Oct 2019 17:17:08 GMT",9.99
2_39_131_30_2019-10-26 17:11:17.451967,0002,"Sat, 26 Oct 2019 17:11:17 GMT","Sat, 26 Oct 2019 19:34:44 GMT","Sat, 26 Oct 2019 19:34:40 GMT",16.347,1,28.0,"Sat, 26 Oct 2019 20:57:17 GMT",226.0,"Sat, 26 Oct 2019 17:11:30 GMT",28.0
2_39_91_437_2019-10-26 07:36:37.638121,0002,"Sat, 26 Oct 2019 07:36:38 GMT","Sat, 26 Oct 2019 21:39:45 GMT","Sat, 26 Oct 2019 14:14:06 GMT",37.34,1,37.5,"Sat, 26 Oct 2019 17:58:38 GMT",622.0,"Sat, 26 Oct 2019 07:37:52 GMT",37.5
2_39_139_28_2019-10-26 04:44:37.675866,0002,"Sat, 26 Oct 2019 04:44:38 GMT","Sat, 26 Oct 2019 20:47:04 GMT","Sat, 26 Oct 2019 19:43:41 GMT",3.636,1,15.2,"Sat, 26 Oct 2019 07:37:38 GMT",173.0,"Sat, 26 Oct 2019 04:44:55 GMT",15.2
2_39_139_28_2019-10-26 00:04:23.049896,0002,"Sat, 26 Oct 2019 00:04:23 GMT","Sat, 26 Oct 2019 02:51:40 GMT","Sat, 26 Oct 2019 02:51:35 GMT",17.873,1,40.0,"Sat, 26 Oct 2019 06:57:23 GMT",413.0,"Sat, 26 Oct 2019 00:07:26 GMT",40.0
2_39_78_365_2019-10-25 23:24:25.252020,0002,"Fri, 25 Oct 2019 23:24:25 GMT","Sat, 26 Oct 2019 00:37:34 GMT","Sat, 26 Oct 2019 00:07:16 GMT",1.986,1,8.0,"Sat, 26 Oct 2019 00:24:25 GMT",60.0,"Fri, 25 Oct 2019 23:24:46 GMT",8.0
2_39_139_28_2019-10-25 21:27:20.942252,0002,"Fri, 25 Oct 2019 21:27:21 GMT","Sat, 26 Oct 2019 00:04:19 GMT","Sat, 26 Oct 2019 00:05:17 GMT",17.732,1,40.0,"Sat, 26 Oct 2019 04:20:21 GMT",413.0,"Fri, 25 Oct 2019 21:27:57 GMT",40.0
2_39_138_29_2019-10-25 21:26:51.208335,0002,"Fri, 25 Oct 2019 21:26:51 GMT","Sat, 26 Oct 2019 00:04:01 GMT","Sat, 26 Oct 2019 00:03:57 GMT",15.732,3,40.04,"Fri, 25 Oct 2019 23:43:51 GMT",137.0,"Fri, 25 Oct 2019 23:48:53 GMT",7.28
2_39_130_31_2019-10-25 20:20:00.722226,0002,"Fri, 25 Oct 2019 20:20:01 GMT","Sat, 26 Oct 2019 01:17:25 GMT","Sat, 26 Oct 2019 01:13:59 GMT",32.744,1,40.0,"Sat, 26 Oct 2019 04:06:01 GMT",466.0,"Fri, 25 Oct 2019 20:26:41 GMT",40.0
2_39_123_23_2019-10-25 19:44:09.085249,0002,"Fri, 25 Oct 2019 19:44:09 GMT","Sat, 26 Oct 2019 07:58:11 GMT","Fri, 25 Oct 2019 20:46:40 GMT",2.051,1,16.0,"Sat, 26 Oct 2019 00:35:09 GMT",291.0,"Fri, 25 Oct 2019 19:44:35 GMT",16.0
2_39_89_439_2019-10-25 18:45:33.345386,0002,"Fri, 25 Oct 2019 18:45:33 GMT","Fri, 25 Oct 2019 21:13:52 GMT","Fri, 25 Oct 2019 20:21:15 GMT",9.795,2,20.0,"Fri, 25 Oct 2019 21:56:33 GMT",191.0,"Fri, 25 Oct 2019 18:47:03 GMT",20.0
2_39_78_364_2019-10-25 18:43:43.139358,0002,"Fri, 25 Oct 2019 18:43:43 GMT","Sat, 26 Oct 2019 00:46:17 GMT","Fri, 25 Oct 2019 21:20:18 GMT",6.73,1,8.0,"Fri, 25 Oct 2019 19:43:43 GMT",60.0,"Fri, 25 Oct 2019 18:44:01 GMT",8.0
2_39_79_382_2019-10-25 18:33:43.789002,0002,"Fri, 25 Oct 2019 18:33:44 GMT","Fri, 25 Oct 2019 23:19:22 GMT","Fri, 25 Oct 2019 21:21:04 GMT",5.221,1,8.0,"Fri, 25 Oct 2019 22:16:44 GMT",223.0,"Fri, 25 Oct 2019 18:33:59 GMT",8.0
2_39_92_442_2019-10-25 18:24:30.526452,0002,"Fri, 25 Oct 2019 18:24:31 GMT","Sat, 26 Oct 2019 01:23:40 GMT","Fri, 25 Oct 2019 22:43:48 GMT",7.882,1,8.0,"Fri, 25 Oct 2019 19:24:31 GMT",60.0,"Fri, 25 Oct 2019 18:24:40 GMT",8.0
2_39_78_362_2019-10-25 17:47:54.488441,0002,"Fri, 25 Oct 2019 17:48:30 GMT","Fri, 25 Oct 2019 23:28:34 GMT","Fri, 25 Oct 2019 23:29:31 GMT",32.265,1,60.0,"Sat, 26 Oct 2019 03:14:30 GMT",566.0,"Fri, 25 Oct 2019 17:48:30 GMT",60.0
2_39_78_365_2019-10-25 17:15:46.390506,0002,"Fri, 25 Oct 2019 17:15:46 GMT","Fri, 25 Oct 2019 22:39:07 GMT","Fri, 25 Oct 2019 19:29:46 GMT",9.033,1,18.0,"Sat, 26 Oct 2019 01:15:46 GMT",480.0,"Fri, 25 Oct 2019 17:16:12 GMT",18.0
2_39_91_437_2019-10-25 17:06:55.040444,0002,"Fri, 25 Oct 2019 17:06:55 GMT","Sat, 26 Oct 2019 01:06:26 GMT","Fri, 25 Oct 2019 19:12:29 GMT",11.892,1,12.0,"Fri, 25 Oct 2019 22:09:55 GMT",303.0,"Fri, 25 Oct 2019 17:07:10 GMT",12.0
2_39_78_366_2019-10-25 16:57:00.550147,0002,"Fri, 25 Oct 2019 16:57:01 GMT","Sat, 26 Oct 2019 06:19:17 GMT","Fri, 25 Oct 2019 19:06:58 GMT",7.446,1,15.0,"Fri, 25 Oct 2019 23:48:01 GMT",411.0,"Fri, 25 Oct 2019 16:57:47 GMT",15.0
2_39_79_376_2019-10-25 16:52:44.792096,0002,"Fri, 25 Oct 2019 16:52:45 GMT","Sat, 26 Oct 2019 00:29:32 GMT","Fri, 25 Oct 2019 19:45:28 GMT",7.501,1,12.0,"Fri, 25 Oct 2019 18:06:45 GMT",74.0,"Fri, 25 Oct 2019 16:53:05 GMT",12.0
2_39_90_440_2019-10-25 16:47:54.726000,0002,"Fri, 25 Oct 2019 16:47:55 GMT","Fri, 25 Oct 2019 22:15:03 GMT","Fri, 25 Oct 2019 19:30:20 GMT",8.298,1,15.0,"Fri, 25 Oct 2019 23:05:55 GMT",378.0,"Fri, 25 Oct 2019 16:49:08 GMT",15.0
2_39_89_25_2019-10-25 16:42:44.029649,0002,"Fri, 25 Oct 2019 16:42:44 GMT","Fri, 25 Oct 2019 23:44:00 GMT","Fri, 25 Oct 2019 18:03:12 GMT",4.01,1,8.0,"Fri, 25 Oct 2019 23:50:44 GMT",428.0,"Fri, 25 Oct 2019 16:42:57 GMT",8.0
2_39_79_381_2019-10-25 16:35:26.355137,0002,"Fri, 25 Oct 2019 16:35:26 GMT","Sat, 26 Oct 2019 00:18:40 GMT","Fri, 25 Oct 2019 22:05:31 GMT",14.266,1,16.0,"Sat, 26 Oct 2019 00:02:26 GMT",447.0,"Fri, 25 Oct 2019 16:36:00 GMT",16.0
2_39_79_380_2019-10-25 16:30:24.769754,0002,"Fri, 25 Oct 2019 16:30:25 GMT","Sat, 26 Oct 2019 02:15:33 GMT","Fri, 25 Oct 2019 18:50:02 GMT",10.726,1,24.0,"Fri, 25 Oct 2019 17:30:25 GMT",60.0,"Fri, 25 Oct 2019 16:30:29 GMT",24.0
2_39_129_17_2019-10-25 16:27:41.445905,0002,"Fri, 25 Oct 2019 16:27:41 GMT","Fri, 25 Oct 2019 23:55:33 GMT","Fri, 25 Oct 2019 18:40:48 GMT",7.116,1,20.0,"Fri, 25 Oct 2019 23:40:41 GMT",433.0,"Fri, 25 Oct 2019 16:27:59 GMT",20.0
2_39_79_378_2019-10-25 16:16:23.736649,0002,"Fri, 25 Oct 2019 16:16:24 GMT","Fri, 25 Oct 2019 20:10:20 GMT","Fri, 25 Oct 2019 16:39:38 GMT",1.355,1,8.0,"Fri, 25 Oct 2019 17:16:24 GMT",60.0,"Fri, 25 Oct 2019 16:16:41 GMT",8.0
2_39_127_19_2019-10-25 16:07:10.112744,0002,"Fri, 25 Oct 2019 16:07:10 GMT","Fri, 25 Oct 2019 18:49:04 GMT","Fri, 25 Oct 2019 18:48:59 GMT",18.207,2,40.0,"Fri, 25 Oct 2019 18:52:10 GMT",165.0,"Fri, 25 Oct 2019 16:09:13 GMT",40.0
2_39_79_383_2019-10-25 16:06:00.587252,0002,"Fri, 25 Oct 2019 16:06:01 GMT","Sat, 26 Oct 2019 00:37:11 GMT","Fri, 25 Oct 2019 19:08:03 GMT",5.653,2,11.68,"Fri, 25 Oct 2019 18:37:01 GMT",151.0,"Fri, 25 Oct 2019 17:37:49 GMT",11.68
2_39_95_27_2019-10-25 15:43:45.961909,0002,"Fri, 25 Oct 2019 15:43:46 GMT","Fri, 25 Oct 2019 20:32:27 GMT","Fri, 25 Oct 2019 17:38:42 GMT",5.964,1,8.0,"Fri, 25 Oct 2019 16:55:46 GMT",72.0,"Fri, 25 Oct 2019 15:44:02 GMT",8.0
2_39_139_28_2019-10-25 15:42:43.699321,0002,"Fri, 25 Oct 2019 15:42:44 GMT","Fri, 25 Oct 2019 21:15:51 GMT","Fri, 25 Oct 2019 20:26:15 GMT",16.007,1,24.0,"Fri, 25 Oct 2019 19:49:44 GMT",247.0,"Fri, 25 Oct 2019 15:42:55 GMT",24.0
2_39_124_558_2019-10-25 15:34:14.266837,0002,"Fri, 25 Oct 2019 15:34:14 GMT","Sat, 26 Oct 2019 01:08:09 GMT","Fri, 25 Oct 2019 17:29:57 GMT",6.403,1,10.0,"Fri, 25 Oct 2019 22:18:14 GMT",404.0,"Fri, 25 Oct 2019 15:34:29 GMT",10.0
2_39_79_379_2019-10-25 15:32:05.446830,0002,"Fri, 25 Oct 2019 15:32:05 GMT","Fri, 25 Oct 2019 23:13:40 GMT","Fri, 25 Oct 2019 21:21:32 GMT",16.323,1,24.0,"Fri, 25 Oct 2019 22:55:05 GMT",443.0,"Fri, 25 Oct 2019 15:32:37 GMT",24.0
2_39_79_377_2019-10-25 15:11:01.914407,0002,"Fri, 25 Oct 2019 15:11:02 GMT","Fri, 25 Oct 2019 17:41:38 GMT","Fri, 25 Oct 2019 17:41:34 GMT",10.919,1,20.0,"Fri, 25 Oct 2019 19:02:02 GMT",231.0,"Fri, 25 Oct 2019 15:11:13 GMT",20.0
2_39_139_28_2019-10-25 04:25:15.653506,0002,"Fri, 25 Oct 2019 04:25:16 GMT","Fri, 25 Oct 2019 14:57:09 GMT","Fri, 25 Oct 2019 13:26:01 GMT",11.892,1,12.0,"Fri, 25 Oct 2019 05:26:16 GMT",61.0,"Fri, 25 Oct 2019 04:25:21 GMT",12.0
2_39_126_20_2019-10-25 03:29:49.767200,0002,"Fri, 25 Oct 2019 03:29:50 GMT","Fri, 25 Oct 2019 04:42:37 GMT","Fri, 25 Oct 2019 04:42:32 GMT",8.256,1,22.5,"Fri, 25 Oct 2019 05:24:50 GMT",115.0,"Fri, 25 Oct 2019 03:30:16 GMT",22.5
2_39_139_28_2019-10-25 02:09:02.656411,0002,"Fri, 25 Oct 2019 02:09:03 GMT","Fri, 25 Oct 2019 02:59:25 GMT","Fri, 25 Oct 2019 02:59:21 GMT",5.111,1,44.0,"Fri, 25 Oct 2019 03:48:03 GMT",99.0,"Fri, 25 Oct 2019 02:09:23 GMT",44.0
2_39_127_19_2019-10-25 01:48:44.424995,0002,"Fri, 25 Oct 2019 01:48:44 GMT","Fri, 25 Oct 2019 03:34:17 GMT","Fri, 25 Oct 2019 03:34:13 GMT",11.84,1,28.0,"Fri, 25 Oct 2019 05:34:44 GMT",226.0,"Fri, 25 Oct 2019 01:49:17 GMT",28.0
2_39_129_17_2019-10-25 01:30:45.962280,0002,"Fri, 25 Oct 2019 01:30:46 GMT","Fri, 25 Oct 2019 05:40:21 GMT","Fri, 25 Oct 2019 05:28:31 GMT",20.068,1,25.0,"Fri, 25 Oct 2019 05:47:46 GMT",257.0,"Fri, 25 Oct 2019 01:30:59 GMT",25.0
2_39_91_437_2019-10-25 01:30:28.372355,0002,"Fri, 25 Oct 2019 01:30:28 GMT","Fri, 25 Oct 2019 05:17:59 GMT","Fri, 25 Oct 2019 05:17:54 GMT",13.371,1,20.0,"Fri, 25 Oct 2019 05:17:28 GMT",227.0,"Fri, 25 Oct 2019 01:30:33 GMT",20.0
2_39_138_29_2019-10-25 01:00:33.774999,0002,"Fri, 25 Oct 2019 01:00:46 GMT","Fri, 25 Oct 2019 02:00:20 GMT","Fri, 25 Oct 2019 02:00:15 GMT",6.212,1,13.32,"Fri, 25 Oct 2019 03:34:46 GMT",154.0,"Fri, 25 Oct 2019 01:00:45 GMT",13.32
2_39_124_22_2019-10-24 23:20:15.808905,0002,"Thu, 24 Oct 2019 23:20:16 GMT","Fri, 25 Oct 2019 03:09:49 GMT","Fri, 25 Oct 2019 00:45:22 GMT",4.459,1,8.0,"Fri, 25 Oct 2019 00:20:16 GMT",60.0,"Thu, 24 Oct 2019 23:20:33 GMT",8.0
2_39_126_20_2019-10-24 22:56:24.276445,0002,"Thu, 24 Oct 2019 22:56:24 GMT","Fri, 25 Oct 2019 00:46:41 GMT","Fri, 25 Oct 2019 00:46:36 GMT",5.752,1,12.0,"Fri, 25 Oct 2019 02:58:24 GMT",242.0,"Thu, 24 Oct 2019 22:57:17 GMT",12.0
2_39_123_23_2019-10-24 21:37:03.159243,0002,"Thu, 24 Oct 2019 21:37:03 GMT","Fri, 25 Oct 2019 00:49:53 GMT","Thu, 24 Oct 2019 22:53:27 GMT",3.483,1,8.0,"Thu, 24 Oct 2019 22:37:03 GMT",60.0,"Thu, 24 Oct 2019 21:37:22 GMT",8.0
2_39_79_378_2019-10-24 20:17:54.231436,0002,"Thu, 24 Oct 2019 20:17:54 GMT","Thu, 24 Oct 2019 22:56:03 GMT","Thu, 24 Oct 2019 21:34:09 GMT",3.083,1,8.0,"Thu, 24 Oct 2019 21:17:54 GMT",60.0,"Thu, 24 Oct 2019 20:18:12 GMT",8.0
2_39_78_366_2019-10-24 19:59:34.890157,0002,"Thu, 24 Oct 2019 19:59:35 GMT","Thu, 24 Oct 2019 20:28:05 GMT","Thu, 24 Oct 2019 20:27:52 GMT",1.46,1,8.0,"Thu, 24 Oct 2019 23:27:35 GMT",208.0,"Thu, 24 Oct 2019 20:00:16 GMT",8.0
2_39_130_31_2019-10-24 19:44:24.086893,0002,"Thu, 24 Oct 2019 19:44:24 GMT","Fri, 25 Oct 2019 08:20:14 GMT","Thu, 24 Oct 2019 20:48:46 GMT",2.024,1,16.0,"Fri, 25 Oct 2019 00:35:24 GMT",291.0,"Thu, 24 Oct 2019 19:44:49 GMT",16.0
2_39_78_361_2019-10-24 19:23:14.145730,0002,"Thu, 24 Oct 2019 19:23:14 GMT","Fri, 25 Oct 2019 00:13:03 GMT","Thu, 24 Oct 2019 23:50:25 GMT",28.361,1,40.0,"Thu, 24 Oct 2019 23:39:14 GMT",256.0,"Thu, 24 Oct 2019 19:24:15 GMT",40.0
2_39_78_363_2019-10-24 19:18:44.070855,0002,"Thu, 24 Oct 2019 19:18:44 GMT","Fri, 25 Oct 2019 01:24:54 GMT","Thu, 24 Oct 2019 21:22:39 GMT",6.726,1,8.0,"Thu, 24 Oct 2019 20:18:44 GMT",60.0,"Thu, 24 Oct 2019 19:18:59 GMT",8.0
2_39_88_438_2019-10-24 18:22:37.009107,0002,"Thu, 24 Oct 2019 18:22:37 GMT","Fri, 25 Oct 2019 00:22:44 GMT","Fri, 25 Oct 2019 00:22:35 GMT",39.839,1,80.0,"Thu, 24 Oct 2019 19:22:37 GMT",60.0,"Thu, 24 Oct 2019 18:23:16 GMT",80.0
2_39_78_364_2019-10-24 17:18:18.060640,0002,"Thu, 24 Oct 2019 17:18:18 GMT","Thu, 24 Oct 2019 18:41:02 GMT","Thu, 24 Oct 2019 18:41:00 GMT",4.804,1,13.32,"Thu, 24 Oct 2019 20:00:18 GMT",162.0,"Thu, 24 Oct 2019 17:18:44 GMT",13.32
2_39_95_27_2019-10-24 17:13:22.618043,0002,"Thu, 24 Oct 2019 17:13:24 GMT","Thu, 24 Oct 2019 23:14:11 GMT","Thu, 24 Oct 2019 19:19:04 GMT",13.348,1,20.0,"Thu, 24 Oct 2019 20:38:24 GMT",205.0,"Thu, 24 Oct 2019 17:13:24 GMT",20.0
2_39_92_436_2019-10-24 17:12:51.364941,0002,"Thu, 24 Oct 2019 17:12:51 GMT","Thu, 24 Oct 2019 19:54:26 GMT","Thu, 24 Oct 2019 19:54:18 GMT",8.303,1,16.0,"Thu, 24 Oct 2019 20:29:51 GMT",197.0,"Thu, 24 Oct 2019 17:14:13 GMT",16.0
2_39_91_441_2019-10-24 17:12:09.740292,0002,"Thu, 24 Oct 2019 17:12:10 GMT","Fri, 25 Oct 2019 01:08:56 GMT","Thu, 24 Oct 2019 19:05:31 GMT",11.19,1,12.0,"Thu, 24 Oct 2019 22:15:10 GMT",303.0,"Thu, 24 Oct 2019 17:12:13 GMT",12.0
