hypothesis,interval_start,hour_from_start,p_sched_kw,p_actual_mean_kw,error_kw,abs_error_kw,signed_energy_deviation_kwh,abs_energy_deviation_kwh,unfulfilled_energy_kwh,actual_sample_count
S0_raw_label,2024-05-28 19:45:00,7.75,-115.8441276945103,-115.10444444444444,0.7396832500658661,0.7396832500658661,0.18492081251646653,0.18492081251646653,0.18492081251646653,900
S0_raw_label,2024-05-28 20:00:00,8.0,0.0,-2.6533333333333333,-2.6533333333333333,2.6533333333333333,-0.6633333333333333,0.6633333333333333,0.0,900
S0_raw_label,2024-05-28 20:15:00,8.25,-2.682298827494378e-13,-1.5422222222222222,-1.542222222221954,1.542222222221954,-0.3855555555554885,0.3855555555554885,0.0,900
S0_raw_label,2024-05-28 20:30:00,8.5,0.0,-1.5977777777777777,-1.5977777777777777,1.5977777777777777,-0.39944444444444444,0.39944444444444444,0.0,900
S0_raw_label,2024-05-28 20:45:00,8.75,0.0,-1.4744444444444444,-1.4744444444444444,1.4744444444444444,-0.3686111111111111,0.3686111111111111,0.0,900
S0_raw_label,2024-05-28 21:00:00,9.0,0.0,-1.24,-1.24,1.24,-0.31,0.31,0.0,900
S0_raw_label,2024-05-28 21:15:00,9.25,0.0,-1.4344444444444444,-1.4344444444444444,1.4344444444444444,-0.3586111111111111,0.3586111111111111,0.0,900
S0_raw_label,2024-05-28 21:30:00,9.5,0.0,-1.471111111111111,-1.471111111111111,1.471111111111111,-0.36777777777777776,0.36777777777777776,0.0,900
S0_raw_label,2024-05-28 21:45:00,9.75,-132.4159784445837,-129.82888888888888,2.587089555694803,2.587089555694803,0.6467723889237007,0.6467723889237007,0.6467723889237007,900
S0_raw_label,2024-05-28 22:00:00,10.0,0.0,-2.9966666666666666,-2.9966666666666666,2.9966666666666666,-0.7491666666666666,0.7491666666666666,0.0,900
S0_raw_label,2024-05-28 22:15:00,10.25,0.0,-1.6955555555555555,-1.6955555555555555,1.6955555555555555,-0.42388888888888887,0.42388888888888887,0.0,900
S0_raw_label,2024-05-28 22:30:00,10.5,0.0,-1.5,-1.5,1.5,-0.375,0.375,0.0,900
S0_raw_label,2024-05-28 22:45:00,10.75,0.0,-1.6433333333333333,-1.6433333333333333,1.6433333333333333,-0.41083333333333333,0.41083333333333333,0.0,900
S0_raw_label,2024-05-28 23:00:00,11.0,0.0,-1.7566666666666666,-1.7566666666666666,1.7566666666666666,-0.43916666666666665,0.43916666666666665,0.0,900
S0_raw_label,2024-05-28 23:15:00,11.25,0.0,-1.741111111111111,-1.741111111111111,1.741111111111111,-0.43527777777777776,0.43527777777777776,0.0,900
S0_raw_label,2024-05-28 23:30:00,11.5,0.0,-1.8644444444444443,-1.8644444444444443,1.8644444444444443,-0.4661111111111111,0.4661111111111111,0.0,900
S0_raw_label,2024-05-28 23:45:00,11.75,-2520.0,-2489.268888888889,30.731111111111204,30.731111111111204,7.682777777777801,7.682777777777801,7.682777777777801,900
S0_raw_label,2024-05-29 00:00:00,12.0,0.0,-32.51444444444444,-32.51444444444444,32.51444444444444,-8.12861111111111,8.12861111111111,0.0,900
S0_raw_label,2024-05-29 00:15:00,12.25,0.0,-1.721111111111111,-1.721111111111111,1.721111111111111,-0.43027777777777776,0.43027777777777776,0.0,900
S0_raw_label,2024-05-29 00:30:00,12.5,-99.99999999999908,-99.77777777777777,0.22222222222130483,0.22222222222130483,0.05555555555532621,0.05555555555532621,0.05555555555532621,900
S0_raw_label,2024-05-29 00:45:00,12.75,-2520.0,-2489.831111111111,30.168888888888887,30.168888888888887,7.542222222222222,7.542222222222222,7.542222222222222,900
S0_raw_label,2024-05-29 01:00:00,13.0,-2520.0,-2520.5555555555557,-0.5555555555556566,0.5555555555556566,-0.13888888888891415,0.13888888888891415,0.0,900
S0_raw_label,2024-05-29 01:15:00,13.25,-99.99999999999908,-128.51,-28.510000000000915,28.510000000000915,-7.127500000000229,7.127500000000229,0.0,900
S0_raw_label,2024-05-29 01:30:00,13.5,0.0,-2.8722222222222222,-2.8722222222222222,2.8722222222222222,-0.7180555555555556,0.7180555555555556,0.0,900
S0_raw_label,2024-05-29 01:45:00,13.75,0.0,-1.6222222222222222,-1.6222222222222222,1.6222222222222222,-0.40555555555555556,0.40555555555555556,0.0,900
S0_raw_label,2024-05-29 02:00:00,14.0,-879.9129314942543,-869.6322222222223,10.280709272032027,10.280709272032027,2.5701773180080068,2.5701773180080068,2.5701773180080068,900
S0_raw_label,2024-05-29 02:15:00,14.25,-100.0,-108.42666666666666,-8.426666666666662,8.426666666666662,-2.1066666666666656,2.1066666666666656,0.0,900
S0_raw_label,2024-05-29 02:30:00,14.5,0.0,-2.7,-2.7,2.7,-0.675,0.675,0.0,900
S0_raw_label,2024-05-29 02:45:00,14.75,0.0,-1.7333333333333334,-1.7333333333333334,1.7333333333333334,-0.43333333333333335,0.43333333333333335,0.0,900
S0_raw_label,2024-05-29 03:00:00,15.0,-99.99999999999908,-99.72777777777777,0.272222222221302,0.272222222221302,0.0680555555553255,0.0680555555553255,0.0680555555553255,900
S0_raw_label,2024-05-29 03:15:00,15.25,0.0,-2.5755555555555554,-2.5755555555555554,2.5755555555555554,-0.6438888888888888,0.6438888888888888,0.0,900
S0_raw_label,2024-05-29 03:30:00,15.5,0.0,-1.8355555555555556,-1.8355555555555556,1.8355555555555556,-0.4588888888888889,0.4588888888888889,0.0,900
S0_raw_label,2024-05-29 03:45:00,15.75,0.0,-1.9633333333333334,-1.9633333333333334,1.9633333333333334,-0.49083333333333334,0.49083333333333334,0.0,900
S0_raw_label,2024-05-29 04:00:00,16.0,0.0,-1.5911111111111111,-1.5911111111111111,1.5911111111111111,-0.3977777777777778,0.3977777777777778,0.0,900
S0_raw_label,2024-05-29 04:15:00,16.25,0.0,-1.6433333333333333,-1.6433333333333333,1.6433333333333333,-0.41083333333333333,0.41083333333333333,0.0,900
S0_raw_label,2024-05-29 04:30:00,16.5,0.0,-1.3888888888888888,-1.3888888888888888,1.3888888888888888,-0.3472222222222222,0.3472222222222222,0.0,900
S0_raw_label,2024-05-29 04:45:00,16.75,2352.026252736965,2322.826666666667,-29.19958607029821,29.19958607029821,-7.2998965175745525,7.2998965175745525,7.2998965175745525,900
S0_raw_label,2024-05-29 05:00:00,17.0,0.0,26.31111111111111,26.31111111111111,26.31111111111111,6.5777777777777775,6.5777777777777775,0.0,900
S0_raw_label,2024-05-29 05:15:00,17.25,0.0,-1.9155555555555555,-1.9155555555555555,1.9155555555555555,-0.47888888888888886,0.47888888888888886,0.0,900
S0_raw_label,2024-05-29 05:30:00,17.5,309.7094400725797,301.81666666666666,-7.892773405913033,7.892773405913033,-1.9731933514782583,1.9731933514782583,1.9731933514782583,900
S0_raw_label,2024-05-29 05:45:00,17.75,2352.0262527369646,2329.0433333333335,-22.98291940363106,22.98291940363106,-5.745729850907765,5.745729850907765,5.745729850907765,900
S0_raw_label,2024-05-29 06:00:00,18.0,2352.0262527369646,2352.5788888888887,0.5526361519241618,0.5526361519241618,0.13815903798104046,0.13815903798104046,0.0,900
S0_raw_label,2024-05-29 06:15:00,18.25,0.0,25.15888888888889,25.15888888888889,25.15888888888889,6.289722222222222,6.289722222222222,0.0,900
S0_raw_label,2024-05-29 06:30:00,18.5,0.0,-1.4833333333333334,-1.4833333333333334,1.4833333333333334,-0.37083333333333335,0.37083333333333335,0.0,900
S0_raw_label,2024-05-29 06:45:00,18.75,0.0,-1.3266666666666667,-1.3266666666666667,1.3266666666666667,-0.33166666666666667,0.33166666666666667,0.0,900
S0_raw_label,2024-05-29 07:00:00,19.0,0.0,-1.4022222222222223,-1.4022222222222223,1.4022222222222223,-0.35055555555555556,0.35055555555555556,0.0,900
S0_raw_label,2024-05-29 07:15:00,19.25,0.0,-1.5033333333333334,-1.5033333333333334,1.5033333333333334,-0.37583333333333335,0.37583333333333335,0.0,900
S0_raw_label,2024-05-29 07:30:00,19.5,-99.99999999999908,-100.31444444444445,-0.3144444444453711,0.3144444444453711,-0.07861111111134278,0.07861111111134278,0.0,900
S0_raw_label,2024-05-29 07:45:00,19.75,0.0,-2.6,-2.6,2.6,-0.65,0.65,0.0,900
