session_id,first_rf,later_rf_mean,direction,site
2_39_124_22_2019-06-04 17:38:06.177154,1.265971002698418,0.8872180451127818,up,caltech
2_39_124_22_2019-06-14 17:01:44.461121,1.9105358134369799,1.25679925451437,down,caltech
2_39_124_22_2019-06-21 16:24:39.235916,0.0,0.0,up,caltech
2_39_124_22_2019-07-11 17:41:05.062585,0.0,0.0,down,caltech
2_39_124_22_2019-07-12 17:23:40.976753,0.7546554149085796,0.0,up,caltech
2_39_124_22_2019-07-23 20:02:08.533569,0.713198717109569,0.6069690786375763,up,caltech
2_39_124_22_2019-08-14 17:20:15.195115,0.22134839013241914,0.6962653592397554,up,caltech
2_39_124_22_2019-08-27 17:19:54.288378,0.0,0.0025515948298337316,up,caltech
2_39_124_22_2019-09-10 22:49:20.334126,0.002573726541555035,0.011866235167206042,up,caltech
2_39_124_22_2019-09-11 16:17:07.721171,0.0,1.6713346482577247,down,caltech
2_39_124_22_2019-09-20 16:52:30.811003,1.1164403973509933,0.5730018242010675,up,caltech
2_39_124_22_2019-10-02 16:24:39.790218,0.409701208849692,0.008374636814219818,up,caltech
2_39_124_22_2019-10-09 19:20:14.257685,0.0512820512820523,0.0,down,caltech
2_39_124_22_2019-11-12 17:09:23.869033,0.9685743249470092,0.7473070976307826,up,caltech
2_39_124_22_2020-01-13 18:22:26.618933,1.7444863738094596,0.8124915744138845,down,caltech
2_39_124_22_2020-01-15 17:30:24.798024,0.001275926868105759,1.703948189072168,down,caltech
2_39_124_22_2020-01-24 17:27:07.025835,0.0,0.3180622947420796,up,caltech
2_39_124_22_2020-03-05 19:26:28.848051,1.7248024195846872,0.0038380839271579727,up,caltech
2_39_124_22_2020-03-06 18:15:19.926207,1.509641772476124,0.0002309205037541529,up,caltech
2_39_124_558_2018-11-20 19:57:02.494418,0.30599686219554917,0.00026210103572186214,up,caltech
2_39_124_558_2019-01-10 17:41:59.932827,2.0,0.31094792308985925,down,caltech
2_39_124_558_2019-01-29 16:49:15.882669,0.0007825806748606605,0.004850218878169835,up,caltech
2_39_124_558_2019-01-30 17:00:42.382422,0.0008799497171590527,0.006747770578182135,up,caltech
2_39_124_558_2019-02-19 17:12:51.982376,0.28256578947368455,0.5495583412031955,up,caltech
2_39_124_558_2019-03-04 17:06:16.722572,0.0,0.0,up,caltech
2_39_124_558_2019-05-16 15:35:36.976513,0.0,0.008986344835401432,up,caltech
2_39_124_558_2019-05-22 14:55:18.163137,0.0,0.009049398090493918,up,caltech
2_39_124_558_2019-05-31 15:16:42.605483,0.004686614822063309,0.0,up,caltech
2_39_124_558_2020-01-13 16:44:19.002518,1.5744778367052967,0.8417402020910874,down,caltech
2_39_124_558_2020-01-29 16:45:48.456526,0.565071311798861,0.0,up,caltech
2_39_125_21_2018-11-15 16:38:39.592175,0.0,0.0,up,caltech
2_39_125_21_2018-11-20 16:37:33.617093,0.0,0.0,up,caltech
2_39_125_21_2018-11-21 14:00:39.226552,2.0,0.26898932831136263,down,caltech
2_39_125_21_2018-11-26 16:24:49.646308,0.08624705750977112,0.0,down,caltech
2_39_125_21_2018-11-27 16:27:00.167709,0.8335911219004682,0.3046677705521585,down,caltech
2_39_125_21_2018-11-27 23:26:17.230998,2.0,0.0,down,caltech
2_39_125_21_2018-11-29 16:56:13.952876,0.0,0.31897190648348567,up,caltech
2_39_125_21_2018-11-30 14:35:05.361641,0.015492421913428943,0.0,down,caltech
2_39_125_21_2018-12-04 14:50:51.316483,0.0386455513110556,0.4933304775071839,down,caltech
