pooled_improvement,ci_low,ci_high,imp_lmo1,imp_lmo2,imp_lmo3,imp_lmo4,positive_units,gate,mae_pB0,mae_pB1,mae_pB2,mae_pB3,mae_pC
0.21388363192453141,-0.37403858473641705,0.4551430604810877,0.5444058111208783,0.2693456734525075,0.14594319855859794,-0.1041601554338456,3,STOP,17.196,17.136,17.25,18.013,17.799
