name,policy,phase,emur_numer,emur_denom,emur_rate,noise_numer,noise_denom,noise_rate,resid_full_mean_kw,resid_full_energy_kwh,resid_steady_mean_kw,resid_steady_energy_kwh,bound_err_mean_kw,bad_cmd_rate,cascade_count,recovery_delay_s,recovery_steps,recovery_false_steps,pcc_resid_full_mean_kw
S6_cascade,A_no_state,evaluation,0,0,,0,293,0.0,12.30823649207423,0.0034189545811317305,10.985361276625822,0.003051489243507173,,0.0,1,,0,0,5.0860481372207555
S6_cascade,A_no_writeback,evaluation,0,0,,0,293,0.0,12.30823649207423,0.0034189545811317305,10.985361276625822,0.003051489243507173,0.6395289729867137,0.5588235294117647,0,,0,0,5.249232904318665
S6_cascade,B0_no_gate,evaluation,0,0,,0,293,0.0,5.965474877115871,0.0016570763547544085,10.985361276625822,0.003051489243507173,0.6565283099906655,0.38,0,,0,0,2.6287145697899374
S6_cascade,B1_static_derate,evaluation,0,0,,0,293,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,70.0,0.0,0,,0,0,8.264462809917354
S6_cascade,B2_error_rolling,evaluation,0,0,,0,293,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,,0.0,0,,0,0,8.264462809917354
S7_recovery_ok,A,evaluation,0,0,,0,313,0.0,,,,,,0.0,0,15.0,3,0,5.672150283432555
S7_recovery_ok,A_no_state,evaluation,0,0,,0,313,0.0,,,,,,0.0,0,,0,0,5.672150283432555
S7_recovery_ok,A_no_writeback,evaluation,0,0,,0,313,0.0,,,,,,0.0,0,15.0,3,0,5.672150283432555
S7_recovery_ok,B0_no_gate,evaluation,0,0,,0,313,0.0,,,,,,0.0,0,15.0,3,0,1.282969535966338
S7_recovery_ok,B1_static_derate,evaluation,0,0,,0,313,0.0,,,,,,0.0,0,,0,0,10.904405824791963
S7_recovery_ok,B2_error_rolling,evaluation,0,0,,0,313,0.0,,,,,,0.0,0,,0,0,10.904405824791963
S8_recovery_fail,A,evaluation,0,0,,0,272,0.0,,,,,,0.0,0,,0,0,17.024699111159332
S8_recovery_fail,A_no_state,evaluation,0,0,,0,272,0.0,,,,,,0.0,0,,0,0,17.024699111159332
S8_recovery_fail,A_no_writeback,evaluation,0,0,,0,272,0.0,,,,,,0.0,0,,0,0,17.024699111159332
S8_recovery_fail,B0_no_gate,evaluation,0,0,,0,272,0.0,,,,,,0.0,0,,0,0,9.20312220017869
S8_recovery_fail,B1_static_derate,evaluation,0,0,,0,272,0.0,,,,,,0.0,0,,0,0,29.917355371900825
S8_recovery_fail,B2_error_rolling,evaluation,0,0,,0,272,0.0,,,,,,0.0,0,,0,0,29.917355371900825
