name,policy,phase,emur_numer,emur_denom,emur_rate,noise_numer,noise_denom,noise_rate,resid_full_mean_kw,resid_full_energy_kwh,resid_steady_mean_kw,resid_steady_energy_kwh,bound_err_mean_kw,bad_cmd_rate,cascade_count,recovery_delay_s,recovery_steps,recovery_false_steps,pcc_resid_full_mean_kw
RB_up_R0_20pct_r2,B0_no_gate,robustness,0,0,,0,313,0.0,0.5878211441907455,0.00016328365116409597,0.19982484059635283,5.5506900165653565e-05,0.4072474828037748,0.0,0,,0,0,0.40646902476224933
RB_up_R0_20pct_r2,B1_static_derate,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,70.0,0.0,0,,0,0,8.264462809917354
RB_up_R0_20pct_r2,B2_error_rolling,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,,0.0,0,,0,0,8.264462809917354
RB_up_R0_30pct_r0,A,robustness,0,0,,0,313,0.0,10.333319010225473,0.002870366391729298,0.19906317897511286,5.529532749308691e-05,0.4294276487703854,0.0,0,,0,0,4.517815648530418
RB_up_R0_30pct_r0,B0_no_gate,robustness,0,0,,0,313,0.0,0.7762351642821091,0.00021562087896725255,0.19906317897511286,5.529532749308691e-05,0.4294276487703854,0.0,0,,0,0,0.5686074477273751
RB_up_R0_30pct_r0,B1_static_derate,robustness,0,0,,0,313,0.0,30.0,0.008333333333333333,30.0,0.008333333333333333,70.0,0.0,0,,0,0,12.396694214876034
RB_up_R0_30pct_r0,B2_error_rolling,robustness,0,0,,0,313,0.0,30.0,0.008333333333333333,30.0,0.008333333333333333,,0.0,0,,0,0,12.396694214876034
RB_up_R1_10pct_r0,A,robustness,0,0,,0,313,0.0,3.5232664437321244,0.0009786851232589234,0.18204678232952007,5.056855064708891e-05,0.3588212121650659,0.0,0,,0,0,1.5400819917949078
RB_up_R1_10pct_r0,B0_no_gate,robustness,0,0,,0,313,0.0,0.3720164486371685,0.00010333790239921346,0.18204678232952007,5.056855064708891e-05,0.5771107397026043,0.0,0,,0,0,0.23791257233418214
RB_up_R1_10pct_r0,B1_static_derate,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,80.0,0.0,0,,0,0,4.132231404958677
RB_up_R1_10pct_r0,B2_error_rolling,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,,0.0,0,,0,0,4.132231404958677
RB_down_R2_10pct_r0,A,robustness,0,0,,0,313,0.0,2.1519156967310953,0.000597754360203082,0.1648714179768099,4.579761610466942e-05,0.4107658358727839,0.0,0,,0,0,0.9400706254621464
RB_down_R2_10pct_r0,B0_no_gate,robustness,0,0,,0,313,0.0,0.27638439228153977,7.677344230042772e-05,0.1648714179768099,4.579761610466942e-05,0.4107658358727839,0.0,0,,0,0,0.16505768973918933
RB_down_R2_10pct_r0,B1_static_derate,robustness,0,0,,0,313,0.0,6.0,0.0016666666666666668,6.0,0.0016666666666666668,35.0,0.0,0,,0,0,2.479338842975207
RB_down_R2_10pct_r0,B2_error_rolling,robustness,0,0,,0,313,0.0,6.0,0.0016666666666666668,6.0,0.0016666666666666668,,0.0,0,,0,0,2.479338842975207
RB_up_R0_30pct_r1,A,robustness,0,0,,0,313,0.0,10.316931380890958,0.002865814272469711,0.15266960932216364,4.2408224811712125e-05,0.48112305948934875,0.0,0,,0,0,4.511708844742471
RB_up_R0_30pct_r1,B0_no_gate,robustness,0,0,,0,313,0.0,0.7619212165604181,0.00021164478237789392,0.15266960932216364,4.2408224811712125e-05,0.48112305948934875,0.0,0,,0,0,0.5633575371678673
RB_up_R0_30pct_r1,B1_static_derate,robustness,0,0,,0,313,0.0,30.0,0.008333333333333333,30.0,0.008333333333333333,70.0,0.0,0,,0,0,12.396694214876034
RB_up_R0_30pct_r1,B2_error_rolling,robustness,0,0,,0,313,0.0,30.0,0.008333333333333333,30.0,0.008333333333333333,,0.0,0,,0,0,12.396694214876034
RB_up_R1_10pct_r2,A,robustness,0,0,,0,313,0.0,3.5305820586611123,0.0009807172385169756,0.2140902848162506,5.946952356006961e-05,0.6799011958792498,0.0,0,,0,0,1.5390283667123215
RB_up_R1_10pct_r2,B0_no_gate,robustness,0,0,,0,313,0.0,0.3663437716001829,0.00010176215877782858,0.2140902848162506,5.946952356006961e-05,0.6799011958792498,0.0,0,,0,0,0.2314918844557389
RB_up_R1_10pct_r2,B1_static_derate,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,80.0,0.0,0,,0,0,4.132231404958677
RB_up_R1_10pct_r2,B2_error_rolling,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,,0.0,0,,0,0,4.132231404958677
RB_up_R1_20pct_r4,A,robustness,0,0,,0,313,0.0,6.959292860619388,0.0019331369057276077,0.23817675250137882,6.616020902816078e-05,0.36412875161175506,0.0,0,,0,0,3.0406605584584345
RB_up_R1_20pct_r4,B0_no_gate,robustness,0,0,,0,313,0.0,0.6387791376913712,0.0001774386493587142,0.23817675250137882,6.616020902816078e-05,0.5549718382212632,0.0,0,,0,0,0.4288780283228905
RB_up_R1_20pct_r4,B1_static_derate,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,80.0,0.0,0,,0,0,8.264462809917354
RB_up_R1_20pct_r4,B2_error_rolling,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,,0.0,0,,0,0,8.264462809917354
RB_down_R2_20pct_r4,A,robustness,0,0,,0,313,0.0,4.223884157005648,0.001173301154723791,0.19196593555358915,5.33238709871081e-05,0.6067390822503853,0.0,0,,0,0,1.8433997835395146
RB_down_R2_20pct_r4,B0_no_gate,robustness,0,0,,0,313,0.0,0.451946213313651,0.0001255406148093475,0.19196593555358915,5.33238709871081e-05,0.6067390822503853,0.0,0,,0,0,0.28474774069158193
RB_down_R2_20pct_r4,B1_static_derate,robustness,0,0,,0,313,0.0,12.0,0.0033333333333333335,12.0,0.0033333333333333335,35.0,0.0,0,,0,0,4.958677685950414
RB_down_R2_20pct_r4,B2_error_rolling,robustness,0,0,,0,313,0.0,12.0,0.0033333333333333335,12.0,0.0033333333333333335,,0.0,0,,0,0,4.958677685950414
RB_up_R0_10pct_r2,A,robustness,0,0,,0,313,0.0,3.5221841643922938,0.0009783844901089704,0.19982484059635283,5.5506900165653565e-05,0.4072474828037748,0.0,0,,0,0,1.5363710992256991
RB_up_R0_10pct_r2,B0_no_gate,robustness,0,0,,0,313,0.0,0.3878211441907455,0.00010772809560854041,0.19982484059635283,5.5506900165653565e-05,0.4072474828037748,0.0,0,,0,0,0.24117976856390222
RB_up_R0_10pct_r2,B1_static_derate,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,70.0,0.0,0,,0,0,4.132231404958677
RB_up_R0_10pct_r2,B2_error_rolling,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,,0.0,0,,0,0,4.132231404958677
RB_up_R0_20pct_r0,A,robustness,0,0,,0,313,0.0,6.933319010225473,0.0019259219472848536,0.19906317897511286,5.529532749308691e-05,0.4294276487703854,0.0,0,,0,0,3.030212342745294
RB_up_R0_20pct_r0,B0_no_gate,robustness,0,0,,0,313,0.0,0.5762351642821092,0.000160065323411697,0.19906317897511286,5.529532749308691e-05,0.4294276487703854,0.0,0,,0,0,0.4033181915290281
RB_up_R0_20pct_r0,B1_static_derate,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,70.0,0.0,0,,0,0,8.264462809917354
RB_up_R0_20pct_r0,B2_error_rolling,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,,0.0,0,,0,0,8.264462809917354
RB_up_R0_20pct_r1,A,robustness,0,0,,0,313,0.0,6.916931380890959,0.0019213698280252662,0.15266960932216364,4.2408224811712125e-05,0.48112305948934875,0.0,0,,0,0,3.0241055389573472
RB_up_R0_20pct_r1,B0_no_gate,robustness,0,0,,0,313,0.0,0.561921216560418,0.00015608922682233835,0.15266960932216364,4.2408224811712125e-05,0.48112305948934875,0.0,0,,0,0,0.3980682809695203
RB_up_R0_20pct_r1,B1_static_derate,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,70.0,0.0,0,,0,0,8.264462809917354
RB_up_R0_20pct_r1,B2_error_rolling,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,,0.0,0,,0,0,8.264462809917354
RB_up_R1_10pct_r1,A,robustness,0,0,,0,313,0.0,3.547733644029764,0.0009854815677860457,0.2284708102879537,6.346411396887603e-05,0.5489631882542056,0.0,0,,0,0,1.5494968354367504
RB_up_R1_10pct_r1,B0_no_gate,robustness,0,0,,0,313,0.0,0.4038992465771854,0.00011219423516032928,0.2284708102879537,6.346411396887603e-05,0.5489631882542056,0.0,0,,0,0,0.25039171252246145
RB_up_R1_10pct_r1,B1_static_derate,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,80.0,0.0,0,,0,0,4.132231404958677
RB_up_R1_10pct_r1,B2_error_rolling,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,,0.0,0,,0,0,4.132231404958677
RB_up_R0_10pct_r4,A,robustness,0,0,,0,313,0.0,3.547785191088719,0.000985495886413533,0.23501617312634807,6.528227031287446e-05,0.440676320713839,0.0,0,,0,0,1.5497187818864526
RB_up_R0_10pct_r4,B0_no_gate,robustness,0,0,,0,313,0.0,0.4166545505194752,0.00011573737514429866,0.23501617312634807,6.528227031287446e-05,0.5134697309493694,0.0,0,,0,0,0.25586314528759163
RB_up_R0_10pct_r4,B1_static_derate,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,70.0,0.0,0,,0,0,4.132231404958677
RB_up_R0_10pct_r4,B2_error_rolling,robustness,0,0,,0,313,0.0,10.0,0.002777777777777778,10.0,0.002777777777777778,,0.0,0,,0,0,4.132231404958677
RB_up_R1_30pct_r3,A,robustness,0,0,,0,313,0.0,10.341440588780172,0.00287262238577227,0.21518438321366773,5.977343978157437e-05,0.656836334774015,0.0,0,,0,0,4.5200103242135885
RB_up_R1_30pct_r3,B0_no_gate,robustness,0,0,,0,313,0.0,0.8112510007003428,0.0002253475001945397,0.21518438321366773,5.977343978157437e-05,0.656836334774015,0.0,0,,0,0,0.5819154531062212
RB_up_R1_30pct_r3,B1_static_derate,robustness,0,0,,0,313,0.0,30.0,0.008333333333333333,30.0,0.008333333333333333,80.0,0.0,0,,0,0,12.396694214876034
RB_up_R1_30pct_r3,B2_error_rolling,robustness,0,0,,0,313,0.0,30.0,0.008333333333333333,30.0,0.008333333333333333,,0.0,0,,0,0,12.396694214876034
RB_up_R1_20pct_r1,A,robustness,0,0,,0,313,0.0,6.947733644029764,0.00192992601223049,0.2284708102879537,6.346411396887603e-05,0.5489631882542056,0.0,0,,0,0,3.0371001412218743
RB_up_R1_20pct_r1,B0_no_gate,robustness,0,0,,0,313,0.0,0.6038992465771854,0.00016774979071588483,0.2284708102879537,6.346411396887603e-05,0.5489631882542056,0.0,0,,0,0,0.41568096872080856
RB_up_R1_20pct_r1,B1_static_derate,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,80.0,0.0,0,,0,0,8.264462809917354
RB_up_R1_20pct_r1,B2_error_rolling,robustness,0,0,,0,313,0.0,20.0,0.005555555555555556,20.0,0.005555555555555556,,0.0,0,,0,0,8.264462809917354
