month,n_opp_cycles,opp_energy_kwh,energy_share
2020-05,3,0.32012658088235285,0.02479079712422942
2020-06,8,0.6862665522875819,0.053144899195853315
2020-07,13,1.4397851838235294,0.11149784031135447
2020-08,3,0.1987080018059855,0.015388068513884395
2020-11,36,10.268235404482105,0.7951783948546783
